rank	score	gene_symbol	gene_identifier
1	0.9	CDKL5	ENSG00000008086
2	0.85	EHMT1	ENSG00000181090
3	0.8	KAT6B	ENSG00000156650
4	0.75	KMT2A	ENSG00000118058
5	0.7	PURA	ENSG00000185129
6	0.65	DYRK1A	ENSG00000157540
7	0.6	ANKRD11	ENSG00000167522
8	0.55	SRCAP	ENSG00000080603
9	0.5	ARID1B	ENSG00000049618
10	0.45	ADNP	ENSG00000101126
11	0.4	CHD7	ENSG00000171316
12	0.35	ASXL1	ENSG00000171456
13	0.3	CREBBP	ENSG00000005339
14	0.25	EP300	ENSG00000100393
15	0.2	GATAD2B	ENSG00000143614
16	0.15	MED13L	ENSG00000123066
