rank	score	gene_symbol	gene_identifier
1	0.9	KMT2A	ENSG00000118058
2	0.8	DYRK1A	ENSG00000157540
3	0.75	CREBBP	ENSG00000005339
4	0.7	MED12	ENSG00000184634
5	0.65	FMR1	ENSG00000102081
6	0.6	UPF3B	ENSG00000125351
6	0.6	TBL1XR1	ENSG00000177565
8	0.55	ARID1B	ENSG00000049618
9	0.5	SYNGAP1	ENSG00000197283
9	0.5	PTEN	ENSG00000171862
11	0.45	NSD1	ENSG00000165671
12	0.4	MECP2	ENSG00000169057
13	0.35	EHMT1	ENSG00000181090
14	0.3	GNAO1	ENSG00000087258
14	0.3	SALL1	ENSG00000103449
16	0.25	KCNA2	ENSG00000177301
17	0.2	STXBP1	ENSG00000136854
18	0.15	PURA	ENSG00000185129
