rank	score	gene_symbol	gene_identifier
1	0.95	SNCA	ENSG00000145335
2	0.9	LRRK2	ENSG00000188906
3	0.85	PARK7	ENSG00000116288
4	0.8	PINK1	ENSG00000158828
5	0.75	PRKN	ENSG00000185345
6	0.7	GBA	ENSG00000177628
7	0.65	VPS35	ENSG00000069329
8	0.6	DNAJC6	ENSG00000116675
9	0.55	ATP13A2	ENSG00000159363
10	0.5	MAPT	ENSG00000186868
11	0.45	SCA2	ENSG00000204842
12	0.4	SCA3	ENSG00000066427
13	0.35	TBP	ENSG00000112592
14	0.3	FMR1	ENSG00000102081
15	0.25	ATXN2	ENSG00000204842
16	0.2	ATXN3	ENSG00000066427
17	0.15	C9orf72	ENSG00000147894
18	0.1	GRN	ENSG00000030582
