rank	score	gene_symbol	gene_identifier
1	0.9	PLA2G6	ENSG00000184381
2	0.85	ATP1A3	ENSG00000105409
3	0.8	TUBB3	ENSG00000258947
3	0.8	TTN	ENSG00000155657
5	0.75	GNAO1	ENSG00000087258
5	0.75	KCNQ2	ENSG00000075043
7	0.7	UBTF	ENSG00000108312
7	0.7	POLG	ENSG00000140521
9	0.65	CNTNAP1	ENSG00000108797
9	0.65	DARS2	ENSG00000117593
11	0.6	MT-ATP6	ENSG00000198899
11	0.6	NDUFS1	ENSG00000023228
11	0.6	SURF1	ENSG00000148290
14	0.55	MT-TL1	ENSG00000209082
14	0.55	MT-TK	ENSG00000210156
16	0.5	MT-ND3	ENSG00000198840
16	0.5	SEPSECS	ENSG00000109618
18	0.45	WFS1	ENSG00000109501
19	0.4	COX1	
19	0.4	COX2	
19	0.4	COX3	
19	0.4	ND1	
19	0.4	ND4	
19	0.4	ND5	
19	0.4	ND6	
19	0.4	CYB	
