rank	score	gene_symbol	gene_identifier
1	0.9	NKX2-5	ENSG00000183072
2	0.85	GATA4	ENSG00000136574
3	0.8	TBX1	ENSG00000184058
4	0.75	ZFPM2	ENSG00000169946
5	0.7	JAG1	ENSG00000101384
6	0.65	NOTCH1	ENSG00000148400
7	0.6	KMT2D	ENSG00000167548
8	0.55	KDM6A	ENSG00000147050
9	0.5	CHD7	ENSG00000171316
10	0.45	CRELD1	ENSG00000163703
11	0.4	FBN1	ENSG00000166147
12	0.35	TGFBR1	ENSG00000106799
13	0.3	TGFBR2	ENSG00000163513
14	0.25	SMAD6	ENSG00000137834
15	0.2	PAX3	ENSG00000135903
16	0.15	FOXH1	ENSG00000160973
