rank	score	gene_symbol	gene_identifier
1	0.9	SPG4	ENSG00000021574
2	0.85	SPG3A	ENSG00000198513
3	0.8	SPG7	ENSG00000197912
3	0.8	ATL1	ENSG00000198513
5	0.75	SPG11	ENSG00000104133
5	0.75	SPAST	ENSG00000021574
7	0.7	SPG10	ENSG00000155980
7	0.7	REEP1	ENSG00000068615
9	0.65	CYP7B1	ENSG00000172817
10	0.6	FA2H	ENSG00000103089
10	0.6	PLP1	ENSG00000123560
12	0.55	GJC2	ENSG00000198835
13	0.5	L1CAM	ENSG00000198910
13	0.5	SACS	ENSG00000151835
13	0.5	KIF5A	ENSG00000155980
16	0.45	ELOVL4	ENSG00000118402
17	0.4	TTPA	ENSG00000137561
18	0.35	SETX	ENSG00000107290
19	0.3	ARSACS	
