rank	score	gene_symbol	gene_identifier
1	0.9	ADA	ENSG00000196839
2	0.8	DCLRE1C	ENSG00000152457
3	0.7	RAG1	ENSG00000166349
3	0.7	RAG2	ENSG00000175097
5	0.6	LIG4	ENSG00000174405
5	0.6	NBN	ENSG00000104320
7	0.5	PRF1	ENSG00000180644
7	0.5	UNC13D	ENSG00000092929
7	0.5	STIM1	ENSG00000167323
10	0.4	RMRP	ENSG00000277027
10	0.4	TERT	ENSG00000164362
10	0.4	TINF2	ENSG00000092330
10	0.4	AK2	ENSG00000004455
14	0.3	SBDS	ENSG00000126524
14	0.3	EFL1	ENSG00000140598
16	0.2	DNAJC19	ENSG00000205981
16	0.2	TAZ	ENSG00000102125
18	0.1	FXN	ENSG00000165060
