rank	score	gene_symbol	gene_identifier
1	0.9	SPAST	ENSG00000021574
2	0.8	ATL1	ENSG00000198513
3	0.7	REEP1	ENSG00000068615
4	0.6	WDR48	ENSG00000114742
4	0.6	SPG7	ENSG00000197912
6	0.5	NIPA1	ENSG00000170113
6	0.5	KIF5A	ENSG00000155980
8	0.4	KIF1A	ENSG00000130294
8	0.4	FA2H	ENSG00000103089
8	0.4	PLP1	ENSG00000123560
11	0.3	CYP7B1	ENSG00000172817
11	0.3	GJC2	ENSG00000198835
11	0.3	L1CAM	ENSG00000198910
14	0.2	ALS2	ENSG00000003393
14	0.2	EGR2	ENSG00000122877
14	0.2	PRNP	ENSG00000171867
17	0.1	HSPB1	ENSG00000106211
17	0.1	BSCL2	ENSG00000168000
17	0.1	FIG4	ENSG00000112367
