rank	score	disease_name	disease_identifier
1	0.9	Friedreich Ataxia	OMIM:229300
2	0.85	Charlevoix-Saguenay Spastic Ataxia	OMIM:270550
3	0.8	Pelizaeus-Merzbacher Disease	OMIM:312080
4	0.75	6-pyruvoyl-tetrahydropterin synthase deficiency	OMIM:261640
5	0.7	Spinocerebellar Ataxia Type 3	OMIM:109150
6	0.65	Spinocerebellar Ataxia Type 1	OMIM:164400
7	0.6	Holmes-Adie syndrome	OMIM:103100
8	0.55	Kearns-Sayre Syndrome	OMIM:530000
9	0.5	Glutaric aciduria type 1	OMIM:231670
10	0.45	Lesch-Nyhan syndrome	OMIM:300322
