rank	score	disease_name	disease_identifier
1	0.95	Alexander disease	OMIM:203450
2	0.85	Canavan disease	OMIM:271900
3	0.82	Megalencephalic leukoencephalopathy with subcortical cysts	OMIM:604004
4	0.8	Rett syndrome	OMIM:312750
5	0.77	Pelizeaus-Merzbacher disease	OMIM:312080
6	0.75	Maple syrup urine disease	OMIM:248600
7	0.72	Zellweger syndrome	OMIM:214100
8	0.7	Vanishing white matter disease	OMIM:603896
9	0.68	Aicardi-Goutieres syndrome	OMIM:225750
10	0.65	D-bifunctional protein deficiency	OMIM:261515
