rank	score	disease_name	disease_identifier
1	0.9	Mitochondrial DNA depletion syndrome	OMIM:251880
2	0.85	Organic aciduria	OMIM:210200
2	0.85	Fatty acid oxidation disorder	OMIM:201450
4	0.8	Carnitine palmitoyltransferase II deficiency	OMIM:255110
5	0.75	Glutaric acidemia type I	OMIM:231670
6	0.7	Maple syrup urine disease	OMIM:248600
7	0.65	Mitochondrial complex I deficiency	OMIM:252010
8	0.6	Propionic acidemia	OMIM:606054
8	0.6	Isovaleric acidemia	OMIM:243500
10	0.55	Medium-chain acyl-coenzyme A dehydrogenase deficiency	OMIM:201450
