rank	score	disease_name	disease_identifier
1	0.94	Early infantile epileptic encephalopathy 4	OMIM:613477
2	0.91	Epileptic encephalopathy, early infantile, 33	OMIM:616409
3	0.87	Lissencephaly 5	OMIM:615191
4	0.86	Aicardi-Goutieres syndrome 6	OMIM:615010
5	0.84	Epileptic encephalopathy, early infantile, 53	OMIM:617389
6	0.83	Complex hereditary spastic paraplegia	OMIM:315200
7	0.82	Megalencephalic leukoencephalopathy with subcortical cysts	OMIM:604004
8	0.81	Severe neonatal-onset encephalopathy with microcephaly	OMIM:617481
9	0.79	Alcohol-related neurodevelopmental disorder	OMIM:308100
10	0.77	Spastic paraplegia 47, autosomal recessive	OMIM:614066
