rank	score	disease_name	disease_identifier
1	0.94	Wilson disease	OMIM:277300
2	0.89	Acute intermittent porphyria	OMIM:176000
3	0.86	Hemochromatosis	OMIM:235200
4	0.83	Alkaptonuria	OMIM:203500
5	0.81	Tyrosinemia type 1	OMIM:276700
6	0.79	Argininemia	OMIM:207800
7	0.76	Maple syrup urine disease	OMIM:248600
8	0.74	Neonatal intrahepatic cholestasis caused by citrin deficiency	OMIM:605814
9	0.71	Hyperoxaluria, primary, type I	OMIM:259900
10	0.68	Methylmalonic aciduria and homocystinuria, cblC type	OMIM:277400
