rank	score	gene_symbol	gene_identifier
1	0.95	FANCA	ENSG00000187741
2	0.94	FANCB	ENSG00000181544
3	0.92	FANCC	ENSG00000158169
4	0.89	FANCD2	ENSG00000144554
5	0.87	FANCE	ENSG00000112039
6	0.85	FANCF	ENSG00000183161
7	0.83	FANCG	ENSG00000221829
8	0.8	FANCI	ENSG00000140525
9	0.78	FANCJ	
10	0.76	FANCL	ENSG00000115392
11	0.74	FANCM	ENSG00000187790
12	0.72	SLX4	ENSG00000188827
13	0.69	BRCA2	ENSG00000139618
14	0.67	PALB2	ENSG00000083093
15	0.65	RAD51C	ENSG00000108384
16	0.63	RAD51	ENSG00000051180
17	0.6	BRIP1	ENSG00000136492
18	0.58	ERCC4	ENSG00000175595
19	0.55	XPA	ENSG00000136936
