rank	score	gene_symbol	gene_identifier
1	0.95	SURF1	ENSG00000148290
2	0.94	POLG	ENSG00000140521
3	0.93	SCO2	ENSG00000284194
4	0.9	COX10	ENSG00000006695
5	0.89	COX15	ENSG00000014919
6	0.87	NDUFS4	ENSG00000164258
7	0.86	NDUFV1	ENSG00000167792
8	0.85	NDUFS8	ENSG00000110717
9	0.83	NDUFS7	ENSG00000115286
10	0.82	NDUFS2	ENSG00000158864
11	0.81	SDHA	ENSG00000073578
12	0.8	TWNK	ENSG00000107815
13	0.79	BOLA3	ENSG00000163170
14	0.78	DLD	ENSG00000091140
15	0.77	PDHA1	ENSG00000131828
16	0.76	FBXL4	ENSG00000112234
17	0.75	RMND1	ENSG00000155906
18	0.74	ACAD9	ENSG00000177646
19	0.73	ETFA	ENSG00000140374
20	0.71	RARS2	ENSG00000146282
