rank	score	gene_symbol	gene_identifier
1	0.9	SOX11	ENSG00000176887
2	0.89	TP63	ENSG00000073282
3	0.87	EP300	ENSG00000100393
4	0.86	FGFR2	ENSG00000066468
5	0.85	KMT2A	ENSG00000118058
6	0.83	CREBBP	ENSG00000005339
7	0.82	POMT1	ENSG00000130714
8	0.81	PDGFRB	ENSG00000113721
9	0.8	EHMT1	ENSG00000181090
10	0.79	BRAF	ENSG00000157764
11	0.78	KRAS	ENSG00000133703
12	0.77	RFWD3	ENSG00000168411
13	0.76	RAB23	ENSG00000112210
14	0.75	SATB2	ENSG00000119042
15	0.74	MTOR	ENSG00000198793
16	0.73	SRCAP	ENSG00000080603
17	0.72	CHD7	ENSG00000171316
18	0.71	KAT6B	ENSG00000156650
19	0.7	SMAD4	ENSG00000141646
20	0.69	TBR1	ENSG00000136535
