rank	score	gene_symbol	gene_identifier
1	0.9	TSC1	ENSG00000165699
2	0.8	FGFR3	ENSG00000068078
2	0.8	NF1	ENSG00000196712
4	0.7	SMAD3	ENSG00000166949
4	0.7	RET	ENSG00000165731
6	0.6	EP300	ENSG00000100393
6	0.6	ROR2	ENSG00000169071
6	0.6	CHSY1	ENSG00000131873
9	0.5	APIZ, ERF, SLC6A8, TMEM38B, LONP1, PSMD12, RYR2, MPL, ATP13A2, DHCR7, MAF, ADGRG1, RAI1, DHCR24, FBXO11, EPG5, RTTN, CRX, VPS13A	
9	0.5	ADAMTS10, HOXC13, ALG9, FBXO7	
9	0.5	EPG5, NT5C2, SP7	
9	0.5	CDH3, CAPN1, SMAD3, FGFR3	
9	0.5	SMAD3, TGFBR2, FKBP10, CAPN1, GCDH	
9	0.5	EP300, FKBP10, FKBP10, CAPN1	
9	0.5	EP300, FGFR3, FGFR3	
