rank	score	disease_name	disease_identifier
1	0.88	Wiskott-Aldrich syndrome	OMIM:301000
2	0.82	Immunodeficiency 42	OMIM:616622
3	0.76	X-linked agammaglobulinemia	OMIM:300755
4	0.72	Autoimmune lymphoproliferative syndrome	OMIM:601859
5	0.66	Seckel syndrome 1	OMIM:210600
6	0.63	Immunodeficiency 22	OMIM:615758
7	0.61	Hyper-IgM syndrome type 2	OMIM:605258
8	0.57	Schimke immunoosseous dysplasia	OMIM:242900
9	0.54	Mendelian susceptibility to mycobacterial diseases due to partial IFNGR1 deficiency	OMIM:209950
10	0.51	Galloway-Mowat syndrome	OMIM:251300
