rank	score	disease_name	disease_identifier
1	0.8	PITT-HOPKINS SYNDROME	OMIM:610954
2	0.7	AUTISM SPECTRUM DISORDER	OMIM:209850
2	0.7	SYNDROMIC X-LINKED INTELLECTUAL DISABILITY CED, OLIG and WTX RELATED	OMIM:300552
2	0.7	MENTAL RETARDATION, X-LINKED, SYNDROMIC, 15	OMIM:300354
2	0.7	ANGELMAN SYNDROME	OMIM:105830
2	0.7	AUTISM SUSCEPTIBILITY 16	OMIM:613436
2	0.7	SINUSITIS	OMIM:182970
2	0.7	HYPERSOMNOLENCE, IDIOPATHIC	OMIM:614643
9	0.6	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT ANOMALIES OF UTERINE, OCULAR, OR AUDITORY SYSTEMS	OMIM:618963
9	0.6	MENTAL RETARDATION, AUTOSOMAL DOMINANT 1	OMIM:156200
