rank	score	disease_name	disease_identifier
1	0.92	Multiple endocrine neoplasia type 2A	OMIM:171400
2	0.91	Multiple endocrine neoplasia type 2B	OMIM:162300
3	0.86	Familial medullary thyroid carcinoma	OMIM:155240
4	0.83	Parathyroid adenoma 2	OMIM:619080
5	0.81	Carney complex	OMIM:160980
6	0.77	Parathyroid carcinoma	OMIM:608266
7	0.75	Familial nonmedullary thyroid carcinoma	OMIM:188550
8	0.72	Cowden syndrome	OMIM:158350
9	0.71	Multiple endocrine neoplasia type 1	OMIM:131100
10	0.65	Familial paraganglioma-pheochromocytoma	OMIM:605373
