rank	score	disease_name	disease_identifier
1	0.86	Malignant hyperthermia susceptibility	OMIM:145600
2	0.85	Carnitine palmitoyltransferase I deficiency	OMIM:600649
2	0.85	Myopathy, mitochondrial progressive, with or without renal failure	OMIM:260690
4	0.84	Pyruvate dehydrogenase E3-binding protein deficiency	OMIM:245349
5	0.83	Pyruvate dehydrogenase E3 deficiency	OMIM:608782
5	0.83	Pyruvate dehydrogenase phosphatase deficiency	OMIM:608782
5	0.83	Leigh syndrome	OMIM:256000
8	0.82	Pyruvate carboxylase deficiency	OMIM:266150
9	0.81	Hyperekplexia, hereditary	OMIM:149400
9	0.81	Pyruvate dehydrogenase complex deficiency	OMIM:312170
