rank	score	gene_symbol	gene_identifier
1	0.91	TBX5	ENSG00000089225
2	0.88	FGFR3	ENSG00000068078
3	0.86	DHCR7	ENSG00000172893
4	0.85	NKX2-5	ENSG00000183072
5	0.84	EVC	ENSG00000072840
6	0.83	COL11A2	ENSG00000204248
7	0.8	NIPBL	ENSG00000164190
8	0.79	SMARCB1	ENSG00000099956
9	0.77	ADAR	ENSG00000160710
10	0.75	RAG1	ENSG00000166349
10	0.75	RAG2	ENSG00000175097
12	0.72	MECP2	ENSG00000169057
13	0.7	SOX9	ENSG00000125398
14	0.68	SHOX	ENSG00000185960
15	0.67	NECTIN1	ENSG00000110400
16	0.65	ADA	ENSG00000196839
17	0.64	FLCN	ENSG00000154803
18	0.63	CD8A	ENSG00000153563
19	0.62	ZEB2	ENSG00000169554
20	0.6	ARX	ENSG00000004848
