rank	score	gene_symbol	gene_identifier
1	0.95	FGFR3	ENSG00000068078
2	0.93	COL1A1	ENSG00000108821
3	0.91	COL1A2	ENSG00000164692
4	0.89	PEX7	ENSG00000112357
5	0.87	DMP1	ENSG00000152592
6	0.85	RUNX2	ENSG00000124813
7	0.82	SOST	ENSG00000167941
8	0.81	ALPL	ENSG00000162551
9	0.79	AMER1	ENSG00000184675
10	0.76	LRP5	ENSG00000162337
11	0.74	ENPP1	ENSG00000197594
12	0.71	ANKH	ENSG00000154122
13	0.69	SFRP4	ENSG00000106483
14	0.66	AXIN2	ENSG00000168646
15	0.64	DDOST	ENSG00000244038
16	0.61	CLCN5	ENSG00000171365
17	0.58	WNT3	ENSG00000108379
18	0.56	WNT10A	ENSG00000135925
19	0.53	CREBBP	ENSG00000005339
20	0.51	EP300	ENSG00000100393
