rank	score	gene_symbol	gene_identifier
1	0.975	FOXP2	ENSG00000128573
2	0.96	MECP2	ENSG00000169057
3	0.95	SYN2	ENSG00000157152
4	0.93	TCF20	ENSG00000100207
5	0.91	ADNP	ENSG00000101126
6	0.9	CACNA1H	ENSG00000196557
7	0.87	CHD8	ENSG00000100888
8	0.855	DNMT3A	ENSG00000119772
9	0.83	GRIN2B	ENSG00000273079
10	0.82	SETD5	ENSG00000168137
11	0.81	SCN2A	ENSG00000136531
12	0.8	ATRX	ENSG00000085224
13	0.78	PRODH	ENSG00000100033
14	0.77	TBR1	ENSG00000136535
15	0.76	UBE3A	ENSG00000114062
16	0.75	GABRB3	ENSG00000166206
