rank	score	gene_symbol	gene_identifier
1	0.93	GATA4	ENSG00000136574
2	0.91	NKX2-5	ENSG00000183072
3	0.89	FOXH1	ENSG00000160973
3	0.89	SOX2	ENSG00000181449
5	0.88	TBX5	ENSG00000089225
6	0.82	PAX6	ENSG00000007372
6	0.82	CHD7	ENSG00000171316
8	0.8	FOXE1	ENSG00000178919
9	0.79	SOX10	ENSG00000100146
9	0.79	MYH6	ENSG00000197616
11	0.78	GLI3	ENSG00000106571
12	0.77	SHOX	ENSG00000185960
13	0.76	CRELD1	ENSG00000163703
13	0.76	ZIC3	ENSG00000156925
15	0.75	MYH7	ENSG00000092054
16	0.73	POU3F4	ENSG00000196767
17	0.72	PHTF1	ENSG00000116793
18	0.7	MMP21	ENSG00000154485
19	0.69	PITX2	ENSG00000164093
19	0.69	BBS9	ENSG00000122507
