rank	score	gene_symbol	gene_identifier
1	0.85	SMN1	ENSG00000172062
2	0.82	MECP2	ENSG00000169057
3	0.8	FGFR3	ENSG00000068078
4	0.78	TP63	ENSG00000073282
5	0.76	CREBBP	ENSG00000005339
6	0.75	EP300	ENSG00000100393
7	0.73	FBN1	ENSG00000166147
8	0.7	KMT2D	ENSG00000167548
9	0.68	PTEN	ENSG00000171862
10	0.65	COL2A1	ENSG00000139219
11	0.63	PAX6	ENSG00000007372
12	0.6	SOX9	ENSG00000125398
13	0.58	COL11A2	ENSG00000204248
14	0.56	ASK1	
15	0.54	POU3F4	ENSG00000196767
16	0.52	RET	ENSG00000165731
17	0.5	DUX4	ENSG00000260596
18	0.48	PAX3	ENSG00000135903
19	0.46	WNT1	ENSG00000125084
20	0.44	KCNJ2	ENSG00000123700
