rank	score	gene_symbol	gene_identifier
1	0.9	ABCA12	ENSG00000144452
2	0.8	IL2RG	ENSG00000147168
2	0.8	NPHS2	ENSG00000116218
4	0.7	STAT3	ENSG00000168610
4	0.7	RAG1	ENSG00000166349
4	0.7	FOXI3	ENSG00000214336
7	0.6	ALB	ENSG00000163631
7	0.6	TGM1	ENSG00000092295
7	0.6	TMPRSS15	ENSG00000154646
10	0.5	SLC34A1	ENSG00000131183
10	0.5	ALOX12B	ENSG00000179477
12	0.4	NPHS1	ENSG00000161270
12	0.4	SFTPC	ENSG00000168484
14	0.3	HR	ENSG00000168453
14	0.3	TINF2	ENSG00000092330
16	0.2	RMRP	ENSG00000277027
16	0.2	SLC25A15	ENSG00000102743
16	0.2	AAGAB	ENSG00000103591
