rank	score	gene_symbol	gene_identifier
1	0.9	STAT3	ENSG00000168610
2	0.85	RUNX1	ENSG00000159216
3	0.8	KRAS	ENSG00000133703
4	0.75	TET2	ENSG00000168769
5	0.7	ASXL1	ENSG00000171456
5	0.7	CBL	ENSG00000110395
5	0.7	NPM1	ENSG00000181163
5	0.7	SRSF2	ENSG00000161547
5	0.7	CALR	ENSG00000179218
5	0.7	SF3B1	ENSG00000115524
5	0.7	FLT3	ENSG00000122025
5	0.7	MPL	ENSG00000117400
5	0.7	JAK2	ENSG00000096968
5	0.7	NOTCH1	ENSG00000148400
15	0.65	TSC1	ENSG00000165699
15	0.65	TSC2	ENSG00000103197
17	0.6	ADA2	ENSG00000093072
17	0.6	DNMT3A	ENSG00000119772
