rank	score	gene_symbol	gene_identifier
1	0.95	STAT3	ENSG00000168610
2	0.9	DOCK8	ENSG00000107099
3	0.85	RAG1	ENSG00000166349
3	0.85	RAG2	ENSG00000175097
5	0.8	IL2RG	ENSG00000147168
5	0.8	JAK3	ENSG00000105639
7	0.75	LIG4	ENSG00000174405
7	0.75	DCLRE1C	ENSG00000152457
9	0.7	ZAP70	ENSG00000115085
9	0.7	ADA	ENSG00000196839
11	0.65	CD3D	ENSG00000167286
11	0.65	CD3E	ENSG00000198851
11	0.65	CD3G	ENSG00000160654
14	0.6	CORO1A	ENSG00000102879
14	0.6	RFXANK	ENSG00000064490
14	0.6	RFXAP	ENSG00000133111
14	0.6	RFX5	ENSG00000143390
18	0.55	IKZF1	ENSG00000185811
18	0.55	IL7R	ENSG00000168685
