rank	score	gene_symbol	gene_identifier
1	0.9735	COL5A1	ENSG00000130635
2	0.921	CHST14	ENSG00000169105
3	0.894	FGFR3	ENSG00000068078
4	0.8815	RUNX1	ENSG00000159216
5	0.8705	ROR2	ENSG00000169071
6	0.8645	TGFBR2	ENSG00000163513
7	0.8615	B3GALT6	ENSG00000176022
8	0.8595	FLNB	ENSG00000136068
9	0.8445	CHSY1	ENSG00000131873
10	0.84	NT5C2	ENSG00000076685
11	0.8385	FBN2	ENSG00000138829
11	0.8385	DNM2	ENSG00000079805
13	0.8355	TTN	ENSG00000155657
14	0.829	LMNA	ENSG00000160789
15	0.8155	TGFBR1	ENSG00000106799
