rank	score	gene_symbol	gene_identifier
1	0.95	FGFR3	ENSG00000068078
2	0.92	FLNB	ENSG00000136068
3	0.91	COL2A1	ENSG00000139219
4	0.89	PCNT	ENSG00000160299
5	0.88	SLC26A2	ENSG00000155850
6	0.87	FLNB	ENSG00000136068
7	0.86	ATP7A	ENSG00000165240
8	0.85	B3GALT6	ENSG00000176022
9	0.84	COL11A1	ENSG00000060718
10	0.83	CUL7	ENSG00000044090
11	0.82	ALPL	ENSG00000162551
12	0.81	MED12	ENSG00000184634
13	0.8	TMEM165	ENSG00000134851
14	0.79	EXT1	ENSG00000182197
15	0.78	CREBBP	ENSG00000005339
16	0.77	RECQL4	ENSG00000160957
