rank	score	gene_symbol	gene_identifier
1	0.758088297501	RAI1	ENSG00000108557
2	0.676838764668	ADGRG1	ENSG00000205336
3	0.586908482623	FBN1	ENSG00000166147
4	0.563676726825	TSC1	ENSG00000165699
5	0.449682317445	NF1	ENSG00000196712
6	0.446104113579	FGFR3	ENSG00000068078
7	0.385550838491	RYR2	ENSG00000198626
8	0.362164203962	EP300	ENSG00000100393
9	0.345926253289	SALL1	ENSG00000103449
10	0.232143461227	ADAMTS10	ENSG00000142303
11	0.226959829049	SMAD3	ENSG00000166949
12	0.224201391235	RTTN	ENSG00000176225
13	0.219293884754	FGF3	ENSG00000186895
14	0.217808708057	SMAD4	ENSG00000141646
15	0.211425731055	SPTA1	ENSG00000163554
