rank	score	disease_name	disease_identifier
1	0.7	Multiple sclerosis	OMIM:126200
2	0.65	Friedreich ataxia	OMIM:229300
3	0.6	Ataxia telangiectasia	OMIM:208900
4	0.55	Spinocerebellar ataxia, autosomal dominant 1	OMIM:164400
5	0.5	Episodic ataxia, type 2	OMIM:108500
6	0.45	Hereditary sensory and autonomic neuropathy type IE	OMIM:614116
7	0.4	Autosomal dominant optic atrophy and cataract	OMIM:165500
8	0.35	Wilson disease	OMIM:277900
9	0.3	Hereditary spastic paraplegia type 2	OMIM:312920
10	0.25	Pantothenate kinase-associated neurodegeneration	OMIM:234200
11	0.2	Leukodystrophy, hypomyelinating, 5	OMIM:614350
12	0.15	Epileptic encephalopathy, early infantile, 6	OMIM:609304
13	0.1	Amyotrophic lateral sclerosis 1	OMIM:105400
14	0.05	Huntington disease	OMIM:143100
