rank	score	disease_name	disease_identifier
1	0.9	Severe short stature	OMIM:613254
2	0.8	Severe combined immunodeficiency	OMIM:603553
3	0.75	Lymphoma	OMIM:236200
4	0.7	Fanconi anemia	OMIM:227650
5	0.65	Dyskeratosis congenita	OMIM:127550
6	0.6	Immunodysregulation, polyendocrinopathy, and enteropathy, X-linked syndrome	OMIM:304790
7	0.55	Aplastic anemia	OMIM:609135
8	0.5	Schwachman-Diamond syndrome	OMIM:260400
9	0.45	Severe combined immunodeficiency with sensitivity to ionizing radiation	OMIM:602450
10	0.4	Werner syndrome	OMIM:277700
11	0.35	Nijmegen breakage syndrome	OMIM:251260
12	0.3	Severe X-linked dyskeratosis congenita	OMIM:305000
13	0.25	Chromosome 7q35-q36 deletion syndrome	OMIM:609757
14	0.2	Diamond-Blackfan anemia 1	OMIM:105650
15	0.15	Acquired amegakaryocytic thrombocytopenia	OMIM:615978
16	0.1	Immunodeficiency 57	OMIM:615617
