rank	score	disease_name	disease_identifier
1	1.0	Hyperactivity	OMIM:613717
1	1.0	Attention deficit hyperactivity disorder	OMIM:143465
3	0.88	Bronchiolitis	OMIM:601902
4	0.85	Neutropenia	OMIM:202700
5	0.81	Thrombocytopenia	OMIM:273900
6	0.75	Myelodysplasia	OMIM:614884
7	0.66	Gait imbalance	OMIM:105830
8	0.62	Joint stiffness	OMIM:225100
9	0.59	Dysmetria	OMIM:607728
10	0.55	Postural instability	OMIM:254940
11	0.51	Lower limb hyperreflexia	OMIM:137920
12	0.48	Nystagmus	OMIM:310470
13	0.44	Immunodeficiency	OMIM:179650
