rank	score	disease_name	disease_identifier
1	0.41222	VACTERL association	OMIM:276950
2	0.35297	Mowat-Wilson syndrome	OMIM:235730
3	0.2853	CHARGE syndrome	OMIM:214800
4	0.26963	Fryns microphthalmia syndrome	OMIM:600776
5	0.23442	Alagille syndrome 1	OMIM:118450
6	0.21736	Fanconi anemia, complementation group D2	OMIM:227646
7	0.20298	Warburg micro syndrome 1	OMIM:600118
8	0.20161	Hyperphosphatasia with mental retardation syndrome 1	OMIM:239300
9	0.17081	Galloway-Mowat syndrome	OMIM:251300
10	0.15836	Cat eye syndrome	OMIM:115470
11	0.14578	CHARGE-like syndrome	OMIM:604213
12	0.14266	Smith-Lemli-Opitz syndrome	OMIM:270400
13	0.13661	Branchiogenic deafness	OMIM:231200
14	0.13613	Fibrochondrogenesis 2	OMIM:614524
15	0.12884	Holt-Oram syndrome	OMIM:142900
