rank	score	disease_name	disease_identifier
1	0.92	Spastic paraplegia 39, autosomal recessive	OMIM:612020
2	0.89	Epileptic encephalopathy, early infantile, 17	OMIM:615473
3	0.88	Pontocerebellar hypoplasia, type 12	OMIM:618528
4	0.87	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4	OMIM:253800
5	0.86	Pontocerebellar hypoplasia, type 9	OMIM:615809
6	0.85	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1	OMIM:236670
7	0.84	Pontocerebellar hypoplasia, type 1F	OMIM:618090
8	0.83	Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 14	OMIM:615350
9	0.82	Pontocerebellar hypoplasia, type 2A	OMIM:277470
10	0.8	Sekigawa dystonia	OMIM:617110
11	0.79	Pontocerebellar hypoplasia, type 2E	OMIM:614969
12	0.78	Epilepsy, progressive myoclonic, 3, with or without intracellular inclusions	OMIM:611726
13	0.77	Epileptic encephalopathy, early infantile, 3	OMIM:609304
14	0.75	Spastic paraplegia 56, autosomal recessive	OMIM:615030
15	0.74	Spastic tetraplegia, thin corpus callosum, and progressive microcephaly	OMIM:616657
