rank	score	disease_name	disease_identifier
1	0.9	Multiple acyl-CoA dehydrogenase deficiency	OMIM:231680
2	0.85	Medium-chain acyl-CoA dehydrogenase deficiency	OMIM:201450
3	0.8	Carnitine palmitoyl transferase II deficiency	OMIM:600649
4	0.75	Carnitine-acylcarnitine translocase deficiency	OMIM:212138
5	0.7	Very long-chain acyl-CoA dehydrogenase deficiency	OMIM:201475
6	0.65	Pyruvate dehydrogenase complex deficiency	OMIM:312170
7	0.6	Short-chain acyl-CoA dehydrogenase deficiency	OMIM:201470
8	0.55	HMG-CoA lyase deficiency	OMIM:246450
9	0.5	Ornithine transcarbamylase deficiency	OMIM:311250
10	0.45	Mitochondrial complex I deficiency	OMIM:252010
11	0.4	Glutaric acidemia type II	OMIM:231680
12	0.35	Glycogen storage disease type II	OMIM:232300
13	0.3	Carnitine deficiency, systemic primary	OMIM:212140
14	0.25	Glutaric acidemia type I	OMIM:231670
15	0.2	Propionic acidemia	OMIM:606054
