rank	score	disease_name	disease_identifier
1	0.9	Mitochondrial DNA depletion syndrome	OMIM:251880
2	0.85	Medium-chain acyl-coenzyme A dehydrogenase deficiency	OMIM:201450
3	0.8	Glutaric acidemia type II	OMIM:231680
4	0.75	Organic acidemia	OMIM:258900
5	0.7	Propionic acidemia	OMIM:606054
6	0.65	Methylmalonic acidemia	OMIM:251000
7	0.6	Maple syrup urine disease	OMIM:248600
8	0.55	Carnitine palmitoyltransferase II deficiency	OMIM:255110
9	0.5	Ornithine transcarbamylase deficiency	OMIM:311250
10	0.45	Pyruvate carboxylase deficiency	OMIM:266150
