rank	score	disease_name	disease_identifier
1	0.9493	Brachydactyly-short stature-retinitis pigmentosa syndrome	ORPHA:166035
2	0.8444	White-Sutton syndrome	OMIM:616364
3	0.8282	IFAP syndrome with or without BRESHECK syndrome	OMIM:308205
4	0.8091	Cardiofaciocutaneous syndrome	OMIM:115150
5	0.8088	Wiedemann-Rautenstrauch syndrome	OMIM:264090
6	0.808	Ichthyosis follicularis-alopecia-photophobia syndrome	ORPHA:2273
7	0.7971	MOGS-CDG	ORPHA:79330
8	0.796	Rothmund-Thomson syndrome, type 2	OMIM:268400
9	0.7939	Nicolaides-Baraitser syndrome	OMIM:601358
10	0.7919	Oculocerebrofacial syndrome, Kaufman type	ORPHA:2707
11	0.7821	Retinitis pigmentosa with or without skeletal anomalies	OMIM:250410
12	0.7811	Cockayne syndrome, type A	OMIM:216400
13	0.7808	Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome	OMIM:137940
14	0.7803	Global developmental delay-alopecia-macrocephaly-facial dysmorphism-structural brain anomalies syndrome	ORPHA:544488
15	0.7774	Rothmund-Thomson syndrome, type 1	OMIM:618625
16	0.7755	Hidrotic ectodermal dysplasia	ORPHA:189
17	0.7721	MPDU1-CDG	ORPHA:79323
18	0.7706	Restrictive dermopathy 1	OMIM:275210
19	0.7704	Mandibuloacral dysplasia with type A lipodystrophy	ORPHA:90153
20	0.7697	Hystrix-like ichthyosis with deafness	OMIM:602540
21	0.7672	Cardiofaciocutaneous syndrome 4	OMIM:615280
22	0.7652	Popliteal pterygium syndrome, Bartsocas-Papas type 1	OMIM:263650
23	0.7637	Micro syndrome	ORPHA:2510
23	0.7637	Micro syndrome	ORPHA:2510
23	0.7637	Micro syndrome	ORPHA:2510
23	0.7637	Micro syndrome	ORPHA:2510
27	0.7625	Retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome	ORPHA:436245
28	0.7597	DEGCAGS syndrome	OMIM:619488
29	0.7596	Short-rib thoracic dysplasia 9 with or without polydactyly	OMIM:266920
30	0.7595	Autosomal recessive malignant osteopetrosis	ORPHA:667
30	0.7595	Autosomal recessive malignant osteopetrosis	ORPHA:667
30	0.7595	Autosomal recessive malignant osteopetrosis	ORPHA:667
30	0.7595	Autosomal recessive malignant osteopetrosis	ORPHA:667
