rank	score	disease_name	disease_identifier
1	0.9115	Metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration	OMIM:616878
2	0.8834	Mitochondrial complex III deficiency, nuclear type 1	OMIM:124000
3	0.8828	Mitochondrial trifunctional protein deficiency 1	OMIM:609015
4	0.8735	Hyperammonemia due to carbonic anhydrase VA deficiency	OMIM:615751
5	0.8702	Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome	ORPHA:480864
6	0.8649	Short chain acyl-CoA dehydrogenase deficiency	ORPHA:26792
7	0.8641	Carnitine-acylcarnitine translocase deficiency	ORPHA:159
8	0.8579	Acyl-CoA dehydrogenase 9 deficiency	ORPHA:99901
9	0.856	Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency	ORPHA:71212
10	0.8499	Carnitine palmitoyl transferase II deficiency, neonatal form	ORPHA:228308
11	0.8459	Mitochondrial DNA-associated Leigh syndrome	ORPHA:255210
11	0.8459	Mitochondrial DNA-associated Leigh syndrome	ORPHA:255210
11	0.8459	Mitochondrial DNA-associated Leigh syndrome	ORPHA:255210
11	0.8459	Mitochondrial DNA-associated Leigh syndrome	ORPHA:255210
11	0.8459	Mitochondrial DNA-associated Leigh syndrome	ORPHA:255210
11	0.8459	Mitochondrial DNA-associated Leigh syndrome	ORPHA:255210
11	0.8459	Mitochondrial DNA-associated Leigh syndrome	ORPHA:255210
18	0.8423	Multiple mitochondrial dysfunctions syndrome 1	OMIM:605711
19	0.8406	Mitochondrial complex I deficiency, nuclear type 29	OMIM:618250
20	0.8355	?Combined oxidative phosphorylation deficiency 19	OMIM:615595
21	0.8334	Carnitine palmitoyl transferase II deficiency, severe infantile form	ORPHA:228305
22	0.8303	3-Methylcrotonyl-CoA carboxylase 2 deficiency	OMIM:210210
23	0.8294	Mitochondrial complex I deficiency, nuclear type 1	OMIM:252010
24	0.8236	Combined oxidative phosphorylation deficiency 52	OMIM:619386
25	0.8186	Methylmalonic aciduria, vitamin B12-responsive, cblA type	OMIM:251100
26	0.8179	Fatal infantile lactic acidosis with methylmalonic aciduria	ORPHA:17
27	0.8175	Lipoyltransferase 1 deficiency	OMIM:616299
28	0.8152	Methylmalonic acidemia with homocystinuria, type cblC	ORPHA:79282
29	0.8134	Mitochondrial complex III deficiency, nuclear type 8	OMIM:615838
30	0.8121	Liver failure, transient infantile	OMIM:613070
31	0.8116	Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria)	OMIM:245400
32	0.8096	Methylmalonic aciduria, mut(0) type	OMIM:251000
33	0.8087	Pyruvate dehydrogenase E3 deficiency	ORPHA:2394
34	0.8082	Isobutyryl-CoA dehydrogenase deficiency	ORPHA:79159
35	0.808	Methylmalonic aciduria, vitamin B12-responsive, cblB type	OMIM:251110
36	0.8078	Medium chain acyl-CoA dehydrogenase deficiency	ORPHA:42
37	0.8052	Very long chain acyl-CoA dehydrogenase deficiency	ORPHA:26793
38	0.804	Carnitine deficiency, systemic primary	OMIM:212140
39	0.7973	Methylmalonic aciduria and homocystinuria, cblF type	OMIM:277380
40	0.7947	Mitochondrial complex IV deficiency, nuclear type 5, (French-Canadian)	OMIM:220111
41	0.7942	Carnitine-acylcarnitine translocase deficiency	OMIM:212138
42	0.7939	Riboflavin deficiency	OMIM:615026
43	0.7935	Combined oxidative phosphorylation deficiency 10	OMIM:614702
44	0.7912	Methylmalonic aciduria and homocystinuria, cblJ type	OMIM:614857
45	0.7911	Fructose-1,6-bisphosphatase deficiency	ORPHA:348
46	0.7896	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	OMIM:614739
47	0.7893	Beta-ketothiolase deficiency	ORPHA:134
48	0.7892	Mitochondrial complex IV deficiency, nuclear type 22	OMIM:619355
49	0.7874	3-hydroxy-3-methylglutaric aciduria	ORPHA:20
50	0.7871	Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency	ORPHA:79240
51	0.7866	3-Methylcrotonyl-CoA carboxylase 1 deficiency	OMIM:210200
52	0.7848	Mitochondrial complex III deficiency, nuclear type 6	OMIM:615453
53	0.7844	HMG-CoA lyase deficiency	OMIM:246450
54	0.7843	Mitochondrial complex V (ATP synthase) deficiency	OMIM:618120
55	0.7819	Propionicacidemia	OMIM:606054
55	0.7819	Propionicacidemia	OMIM:606054
57	0.7792	Combined oxidative phosphorylation deficiency 3	OMIM:610505
58	0.777	Mitochondrial complex I deficiency, nuclear type 33	OMIM:618253
59	0.7763	Pyruvate dehydrogenase phosphatase deficiency	ORPHA:79246
59	0.7763	Mitochondrial complex II deficiency, nuclear type 3	OMIM:619167
61	0.7743	Ethylmalonic encephalopathy	OMIM:602473
62	0.7735	Glutaricaciduria, type I	OMIM:231670
63	0.7734	Mitochondrial complex V (ATP synthase) deficiency, nuclear type 2	OMIM:614052
64	0.7729	?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 1	OMIM:604273
65	0.7725	Hyperammonemia due to N-acetylglutamate synthase deficiency	ORPHA:927
66	0.7699	Encephalopathy, lethal, due to defective mitochondrial peroxisomal fission 1	OMIM:614388
67	0.7697	Mitochondrial complex III deficiency, nuclear type 5	OMIM:615160
68	0.7694	?Mitochondrial complex I deficiency, nuclear type 35	OMIM:619003
69	0.7688	Gitelman syndrome	ORPHA:358
69	0.7688	Gitelman syndrome	ORPHA:358
71	0.7682	Holocarboxylase synthetase deficiency	OMIM:253270
72	0.7667	VLCAD deficiency	OMIM:201475
73	0.7664	Congenital disorder of glycosylation, type It	OMIM:614921
74	0.7651	Mitochondrial complex IV deficiency, nuclear type 4	OMIM:619048
75	0.7644	Lysinuric protein intolerance	OMIM:222700
76	0.7635	Progressive encephalopathy with leukodystrophy due to DECR deficiency	ORPHA:431361
77	0.7627	CPT deficiency, hepatic, type IA	OMIM:255120
78	0.7623	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	OMIM:615471
79	0.7604	Metabolic crises, recurrent, with variable encephalomyopathic features and neurologic regression	OMIM:618416
80	0.7603	Combined malonic and methylmalonic acidemia	ORPHA:289504
81	0.7587	Mitochondrial complex I deficiency, nuclear type 26	OMIM:618247
81	0.7587	Malonyl-CoA decarboxylase deficiency	OMIM:248360
83	0.7584	Biotinidase deficiency	OMIM:253260
83	0.7584	Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome	ORPHA:415
85	0.7577	CPT II deficiency, lethal neonatal	OMIM:608836
86	0.7563	Autosomal dominant progressive external ophthalmoplegia	ORPHA:254892
86	0.7563	Autosomal dominant progressive external ophthalmoplegia	ORPHA:254892
86	0.7563	Autosomal dominant progressive external ophthalmoplegia	ORPHA:254892
86	0.7563	Autosomal dominant progressive external ophthalmoplegia	ORPHA:254892
86	0.7563	Autosomal dominant progressive external ophthalmoplegia	ORPHA:254892
91	0.7542	Mitochondrial myopathy, episodic, with optic atrophy and reversible leukoencephalopathy	OMIM:251900
92	0.7537	Myopathy with lactic acidosis, hereditary	OMIM:255125
93	0.7524	Carnitine palmitoyl transferase II deficiency, myopathic form	ORPHA:228302
94	0.7518	Mitochondrial complex V (ATP synthase) deficiency, nuclear type 4A	OMIM:620358
95	0.7506	Methylmalonic acidemia with homocystinuria type cblF	ORPHA:79284
96	0.7491	HSD10 disease, infantile type	ORPHA:391428
97	0.7482	Gitelman syndrome	OMIM:263800
98	0.7472	Mitochondrial complex IV deficiency, nuclear type 7	OMIM:619051
99	0.7462	Glycogen storage disease due to liver phosphorylase kinase deficiency	ORPHA:264580
99	0.7462	Glycogen storage disease due to liver phosphorylase kinase deficiency	ORPHA:264580
101	0.746	Hyperlysinemia	ORPHA:2203
102	0.7458	Citrullinemia	OMIM:215700
103	0.7457	Hyperornithinemia-hyperammonemia-homocitrullinemia syndrome	OMIM:238970
104	0.7454	Mitochondrial trifunctional protein deficiency	ORPHA:746
104	0.7454	Mitochondrial trifunctional protein deficiency	ORPHA:746
104	0.7454	Developmental and epileptic encephalopathy 50	OMIM:616457
104	0.7454	Leukoencephalopathy, progressive, infantile-onset, with or without deafness	OMIM:619147
108	0.7445	Biotinidase deficiency	ORPHA:79241
109	0.7444	Argininosuccinic aciduria	OMIM:207900
110	0.7432	Ornithine transcarbamylase deficiency	OMIM:311250
111	0.7412	Methylmalonyl-CoA epimerase deficiency	OMIM:251120
112	0.7396	Isolated ATP synthase deficiency	ORPHA:254913
112	0.7396	Isolated ATP synthase deficiency	ORPHA:254913
112	0.7396	Isolated ATP synthase deficiency	ORPHA:254913
112	0.7396	Isolated ATP synthase deficiency	ORPHA:254913
112	0.7396	Isolated ATP synthase deficiency	ORPHA:254913
112	0.7396	Isolated ATP synthase deficiency	ORPHA:254913
112	0.7396	Isolated ATP synthase deficiency	ORPHA:254913
112	0.7396	Isolated ATP synthase deficiency	ORPHA:254913
120	0.739	Holocarboxylase synthetase deficiency	ORPHA:79242
121	0.7386	Cutis laxa, autosomal recessive, type IIIA	OMIM:219150
122	0.7381	Liver disease, severe congenital	OMIM:619991
123	0.738	Fructose-1,6-bisphosphatase deficiency	OMIM:229700
124	0.7369	Vitamin B12-unresponsive methylmalonic acidemia type mut-	ORPHA:79312
125	0.7362	Interstitial lung and liver disease	OMIM:615486
126	0.7348	Rett syndrome	ORPHA:778
127	0.7346	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)	OMIM:256810
128	0.7322	D-glyceric aciduria	OMIM:220120
128	0.7322	Neonatal intrahepatic cholestasis due to citrin deficiency	ORPHA:247598
130	0.7315	Maple syrup urine disease, type Ia	OMIM:248600
130	0.7315	Maple syrup urine disease, type Ib	OMIM:248600
130	0.7315	Maple syrup urine disease, type II	OMIM:248600
133	0.7311	Combined oxidative phosphorylation deficiency 5	OMIM:611719
134	0.7305	Growth retardation, impaired intellectual development, hypotonia, and hepatopathy	OMIM:617093
135	0.7292	Argininemia	OMIM:207800
136	0.7286	Fanconi renotubular syndrome 1	OMIM:134600
136	0.7286	Combined oxidative phosphorylation deficiency 27	OMIM:616672
138	0.7281	Mitochondrial complex IV deficiency, nuclear type 12	OMIM:619055
139	0.7279	?Mitochondrial complex IV deficiency, nuclear type 19	OMIM:619063
140	0.7275	Mitochondrial complex I deficiency, nuclear type 5	OMIM:618226
141	0.726	Mitochondrial pyruvate carrier deficiency	OMIM:614741
142	0.7254	N-acetylglutamate synthase deficiency	OMIM:237310
143	0.7247	Lysinuric protein intolerance	ORPHA:470
144	0.7241	Wolcott-Rallison syndrome	ORPHA:1667
145	0.7239	Mitochondrial trifunctional protein deficiency 2	OMIM:620300
146	0.7236	Fructose intolerance, hereditary	OMIM:229600
147	0.7232	Combined oxidative phosphorylation deficiency 9	OMIM:614582
148	0.7231	3-methylcrotonyl-CoA carboxylase deficiency	ORPHA:6
148	0.7231	3-methylcrotonyl-CoA carboxylase deficiency	ORPHA:6
150	0.7226	Carbamoylphosphate synthetase I deficiency	OMIM:237300
151	0.7222	Mitochondrial complex I deficiency, nuclear type 32	OMIM:618252
152	0.7221	Thyrotoxic periodic paralysis	ORPHA:79102
152	0.7221	Thyrotoxic periodic paralysis	ORPHA:79102
154	0.7215	?Mitochondrial complex III deficiency, nuclear type 11	OMIM:620137
155	0.7187	Pyridoxal phosphate-responsive seizures	ORPHA:79096
156	0.7184	2,4-dienoyl-CoA reductase deficiency	OMIM:616034
157	0.7181	Combined oxidative phosphorylation deficiency 37	OMIM:618329
158	0.718	Glutamine deficiency, congenital	OMIM:610015
159	0.7175	Methylmalonic aciduria and homocystinuria, cblC type	OMIM:277400
159	0.7175	Methylmalonic aciduria and homocystinuria, cblC type, digenic	OMIM:277400
161	0.7168	Fumarase deficiency	OMIM:606812
162	0.7167	Mitochondrial complex IV deficiency, nuclear type 3	OMIM:619046
162	0.7167	Glycerol kinase deficiency	OMIM:307030
164	0.7166	Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type	ORPHA:70472
165	0.7157	Malignant hyperthermia of anesthesia	ORPHA:423
165	0.7157	Malignant hyperthermia of anesthesia	ORPHA:423
167	0.7155	?Mitochondrial DNA depletion syndrome 15 (hepatocerebral type)	OMIM:617156
168	0.7147	Propionic acidemia	ORPHA:35
168	0.7147	Propionic acidemia	ORPHA:35
170	0.7144	Glycogen storage disease due to liver glycogen phosphorylase deficiency	ORPHA:369
171	0.7138	Mitochondrial complex I deficiency, nuclear type 6	OMIM:618228
172	0.7137	3-methylglutaconic aciduria, type VIII	OMIM:617248
173	0.7136	Mitochondrial complex III deficiency, nuclear type 7	OMIM:615824
174	0.7101	Mitochondrial complex I deficiency, nuclear type 13	OMIM:618235
175	0.7092	Pyruvate dehydrogenase E1-alpha deficiency	OMIM:312170
176	0.7084	Peripheral neuropathy with variable spasticity, exercise intolerance, and developmental delay	OMIM:616539
177	0.7076	Mitochondrial complex IV deficiency, nuclear type 1	OMIM:220110
178	0.7068	Mitochondrial DNA depletion syndrome 8B (MNGIE type)	OMIM:612075
179	0.7065	Mitochondrial DNA depletion syndrome 4A (Alpers type)	OMIM:203700
180	0.7063	Citrullinemia type II	ORPHA:247585
180	0.7063	Glutaric acidemia IIA	OMIM:231680
180	0.7063	Glutaric acidemia IIB	OMIM:231680
180	0.7063	Glutaric acidemia IIC	OMIM:231680
184	0.7056	Mitochondrial complex I deficiency, nuclear type 37	OMIM:619272
185	0.7043	Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria)	OMIM:612073
186	0.7042	CPT II deficiency, infantile	OMIM:600649
187	0.7039	Congenital disorder of glycosylation, type Ip	OMIM:613661
188	0.7031	TMEM70-related mitochondrial encephalo-cardio-myopathy	ORPHA:1194
189	0.7028	Coenzyme Q10 deficiency, primary, 5	OMIM:614654
190	0.7024	Rajab interstitial lung disease with brain calcifications 1	OMIM:613658
191	0.7022	Congenital disorder of glycosylation, type Im	OMIM:610768
192	0.7021	Congenital disorder of deglycosylation 1	OMIM:615273
193	0.7019	3-methylglutaconic aciduria, type VIIB, autosomal recessive	OMIM:616271
194	0.7012	Vitamin B12-unresponsive methylmalonic acidemia type mut0	ORPHA:289916
194	0.7012	Glycogen storage disease due to hepatic glycogen synthase deficiency	ORPHA:2089
196	0.7008	Biliary, renal, neurologic, and skeletal syndrome	OMIM:619534
196	0.7008	Infantile-onset multisystem neurologic, endocrine, and pancreatic disease 2	OMIM:619418
198	0.7001	Combined oxidative phosphorylation deficiency 36	OMIM:617950
199	0.699	Glycogen storage disease due to phosphoglycerate kinase 1 deficiency	ORPHA:713
200	0.6983	Arthrogryposis, renal dysfunction, and cholestasis 2	OMIM:613404
201	0.698	Developmental and epileptic encephalopathy 82	OMIM:618721
202	0.6978	Methylmalonate semialdehyde dehydrogenase deficiency	OMIM:614105
203	0.6974	Malignant hyperthermia susceptibility 1	OMIM:145600
204	0.697	Acyl-CoA dehydrogenase, medium chain, deficiency of	OMIM:201450
205	0.6949	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4	OMIM:610131
205	0.6949	Juvenile nephropathic cystinosis	ORPHA:411634
207	0.6947	Mitochondrial complex I deficiency, nuclear type 4	OMIM:618225
208	0.6945	Combined oxidative phosphorylation deficiency 23	OMIM:616198
209	0.6936	Mitochondrial complex IV deficiency, nuclear type 2	OMIM:604377
210	0.6934	D-glyceric aciduria	ORPHA:941
211	0.692	Dihydrolipoamide dehydrogenase deficiency	OMIM:246900
212	0.6917	Glycogen storage disease due to muscle glycogen phosphorylase deficiency	ORPHA:368
213	0.6907	Mitochondrial complex I deficiency, nuclear type 11	OMIM:618234
