rank	score	disease_name	disease_identifier
1	0.9131	Congenital disorder of glycosylation, type IIo	OMIM:616828
2	0.876	Congenital disorder of glycosylation, type IIp	OMIM:616829
3	0.8484	?Bile acid malabsorption, primary, 2	OMIM:619481
4	0.8106	Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome	ORPHA:309854
5	0.7961	Neonatal intrahepatic cholestasis due to citrin deficiency	ORPHA:247598
6	0.7926	Wilson disease	OMIM:277900
7	0.7816	Keratitis-ichthyosis-deafness syndrome, autosomal recessive	OMIM:242150
8	0.7773	Citrullinemia, type II, neonatal-onset	OMIM:605814
9	0.7718	Biliary, renal, neurologic, and skeletal syndrome	OMIM:619534
10	0.7655	?Congenital disorder of glycosylation, type IIq	OMIM:617395
11	0.7629	Congenital disorder of glycosylation, type IIw	OMIM:619525
12	0.7608	Congenital bile acid synthesis defect type 2	ORPHA:79303
13	0.7595	Cholestasis, progressive familial intrahepatic, 8	OMIM:619662
14	0.7585	Immunodeficiency 47	OMIM:300972
15	0.7574	Growth retardation, impaired intellectual development, hypotonia, and hepatopathy	OMIM:617093
16	0.7573	Cholesteryl ester storage disease	OMIM:278000
17	0.7539	Cholestasis, progressive familial intrahepatic, 10	OMIM:619868
18	0.7517	COG4-CDG	ORPHA:263501
19	0.7426	Lysinuric protein intolerance	ORPHA:470
20	0.7414	Aceruloplasminemia	ORPHA:48818
21	0.7386	?Mitochondrial DNA depletion syndrome 16 (hepatic type)	OMIM:618528
22	0.7359	Congenital bile acid synthesis defect type 3	ORPHA:79302
23	0.7329	Hypermethioninemia due to adenosine kinase deficiency	OMIM:614300
24	0.7328	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)	OMIM:256810
25	0.7319	Congenital disorder of glycosylation, type It	OMIM:614921
26	0.7304	Liver failure, transient infantile	OMIM:613070
27	0.7291	Bile acid synthesis defect, congenital, 4	OMIM:214950
28	0.7275	Cholestasis, progressive familial intrahepatic, 12	OMIM:620010
28	0.7275	Combined oxidative phosphorylation deficiency 14	OMIM:614946
30	0.7235	?Mitochondrial DNA depletion syndrome 15 (hepatocerebral type)	OMIM:617156
31	0.7223	Bile acid synthesis defect, congenital, 3	OMIM:613812
32	0.7209	Fanconi-Bickel syndrome	OMIM:227810
33	0.7197	Combined oxidative phosphorylation deficiency 12	OMIM:614924
34	0.7191	Congenital disorder of glycosylation, type IIe	OMIM:608779
35	0.7171	Peroxisome biogenesis disorder 5A (Zellweger)	OMIM:614866
36	0.7167	Cholestasis, progressive familial intrahepatic, 7, with or without hearing loss	OMIM:619658
37	0.7155	Peroxisome biogenesis disorder 13A (Zellweger)	OMIM:614887
38	0.711	CPT deficiency, hepatic, type IA	OMIM:255120
39	0.7108	Caroli disease	ORPHA:53035
40	0.71	CPT II deficiency, lethal neonatal	OMIM:608836
41	0.7088	Carnitine deficiency, systemic primary	OMIM:212140
42	0.7072	Bile acid conjugation defect 1	OMIM:619232
43	0.7068	Alagille syndrome 1	OMIM:118450
43	0.7068	Hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase	OMIM:613752
45	0.7063	Citrullinemia type II	ORPHA:247585
46	0.7054	Cholestasis, progressive familial intrahepatic, 5	OMIM:617049
47	0.7053	Neurodevelopmental disorder with microcephaly, seizures, and neonatal cholestasis	OMIM:619685
48	0.7045	Hardikar syndrome	OMIM:301068
49	0.704	Abetalipoproteinemia	ORPHA:14
50	0.7027	Glycogen storage disease XII	OMIM:611881
51	0.7024	Immunodeficiency 87 and autoimmunity	OMIM:619573
52	0.701	Occipital horn syndrome	OMIM:304150
53	0.6996	Rajab interstitial lung disease with brain calcifications 1	OMIM:613658
54	0.6994	Congenital disorder of glycosylation, type IIh	OMIM:611182
55	0.6992	Homozygous familial hypercholesterolemia	ORPHA:391665
55	0.6992	Homozygous familial hypercholesterolemia	ORPHA:391665
55	0.6992	Homozygous familial hypercholesterolemia	ORPHA:391665
55	0.6992	Homozygous familial hypercholesterolemia	ORPHA:391665
55	0.6992	Homozygous familial hypercholesterolemia	ORPHA:391665
55	0.6992	Homozygous familial hypercholesterolemia	ORPHA:391665
61	0.6958	Combined oxidative phosphorylation deficiency 9	OMIM:614582
62	0.6954	Niemann-Pick disease, type B	OMIM:607616
62	0.6954	Combined oxidative phosphorylation deficiency 52	OMIM:619386
64	0.6947	Dysbetalipoproteinemia	ORPHA:412
65	0.6946	Glycogen storage disease due to liver phosphorylase kinase deficiency	ORPHA:264580
65	0.6946	Glycogen storage disease due to liver phosphorylase kinase deficiency	ORPHA:264580
67	0.6936	Citrullinemia, adult-onset type II	OMIM:603471
68	0.6928	Congenital disorder of glycosylation, type IIl	OMIM:614576
69	0.692	Interstitial lung and liver disease	OMIM:615486
70	0.6913	MEDNIK syndrome	ORPHA:171851
70	0.6913	MEDNIK syndrome	ORPHA:171851
72	0.6907	Fanconi-Bickel syndrome	ORPHA:2088
73	0.6906	Morbid obesity and spermatogenic failure	OMIM:615703
74	0.689	Rotor syndrome	ORPHA:3111
74	0.689	Rotor syndrome	ORPHA:3111
76	0.6886	Mitochondrial trifunctional protein deficiency 1	OMIM:609015
77	0.6885	Liver disease, severe congenital	OMIM:619991
78	0.6883	Mitochondrial complex IV deficiency, nuclear type 4	OMIM:619048
79	0.6864	Hypobetalipoproteinemia	OMIM:615558
80	0.6856	Phosphoenolpyruvate carboxykinase deficiency, cytosolic	OMIM:261680
81	0.6851	Glycogen storage disease VI	OMIM:232700
82	0.6847	Johanson-Blizzard syndrome	OMIM:243800
83	0.6832	Dent disease 2	OMIM:300555
84	0.683	Bile acid synthesis defect, congenital, 2	OMIM:235555
85	0.6826	ALG6-CDG	ORPHA:79320
86	0.6823	?Hemochromatosis, type 5	OMIM:615517
87	0.6817	Dyserythropoietic anemia, congenital, type Ia	OMIM:224120
88	0.6816	?Combined oxidative phosphorylation deficiency 19	OMIM:615595
89	0.6814	Lathosterolosis	OMIM:607330
90	0.6813	Congenital disorder of glycosylation, type IIk	OMIM:614727
90	0.6813	Triokinase and FMN cyclase deficiency syndrome	OMIM:618805
92	0.6791	Mitochondrial complex III deficiency, nuclear type 1	OMIM:124000
93	0.6781	Isolated thyroid-stimulating hormone deficiency	ORPHA:90674
94	0.678	Analbuminemia	OMIM:616000
95	0.6764	Congenital disorder of glycosylation, type Ij	OMIM:608093
95	0.6764	?Cholestasis, progressive familial intrahepatic, 11	OMIM:619874
97	0.676	Chylomicron retention disease	ORPHA:71
98	0.6759	?Reynolds syndrome	OMIM:613471
99	0.6758	COG7-CDG	ORPHA:79333
100	0.6755	Bile acid synthesis defect, congenital, 1	OMIM:607765
101	0.6748	McLeod syndrome with or without chronic granulomatous disease	OMIM:300842
102	0.6742	Heme oxygenase-1 deficiency	OMIM:614034
103	0.6739	Congenital muscular dystrophy with intellectual disability and severe epilepsy	ORPHA:329178
104	0.6733	Intrahepatic cholestasis of pregnancy	ORPHA:69665
104	0.6733	Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib	ORPHA:79259
104	0.6733	Intrahepatic cholestasis of pregnancy	ORPHA:69665
104	0.6733	Intrahepatic cholestasis of pregnancy	ORPHA:69665
104	0.6733	Intrahepatic cholestasis of pregnancy	ORPHA:69665
109	0.673	Fructose intolerance, hereditary	OMIM:229600
110	0.6722	Mitochondrial DNA depletion syndrome 3 (hepatocerebral type)	OMIM:251880
111	0.6717	Senior-Boichis syndrome	ORPHA:84081
111	0.6717	Senior-Boichis syndrome	ORPHA:84081
113	0.6716	Congenital disorder of glycosylation, type IIr	OMIM:301045
114	0.6715	Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency	ORPHA:79240
115	0.6706	CHIME syndrome	OMIM:280000
116	0.6705	Congenital disorder of glycosylation, type Ia	OMIM:212065
117	0.6702	Combined oxidative phosphorylation deficiency 16	OMIM:615395
118	0.6696	Cholestasis, benign recurrent intrahepatic, 2	OMIM:605479
119	0.6691	COG2-CDG	ORPHA:435934
120	0.6686	Osteootohepatoenteric syndrome	OMIM:619377
121	0.6682	Polycystic kidney disease 2	OMIM:613095
122	0.6681	Cranioectodermal dysplasia 2	OMIM:613610
123	0.668	?Cholestasis, progressive familial intrahepatic, 6	OMIM:619484
124	0.6671	Combined hyperlipidemia, familial	OMIM:144250
125	0.6669	Neutral lipid storage disease with ichthyosis	ORPHA:98907
126	0.6662	Chronic visceral acid sphingomyelinase deficiency	ORPHA:77293
127	0.6661	B4GALT1-CDG	ORPHA:79332
128	0.6659	Anemia, sideroblastic, 3, pyridoxine-refractory	OMIM:616860
129	0.6644	SLC35A2-CDG	ORPHA:356961
130	0.6633	Cholestasis, progressive familial intrahepatic 2	OMIM:601847
131	0.6625	Argininosuccinic aciduria	OMIM:207900
132	0.6624	Choreoacanthocytosis	ORPHA:2388
133	0.6615	Primary biliary cholangitis	ORPHA:186
133	0.6615	Primary biliary cholangitis	ORPHA:186
133	0.6615	Primary biliary cholangitis	ORPHA:186
133	0.6615	Primary biliary cholangitis	ORPHA:186
133	0.6615	Primary biliary cholangitis	ORPHA:186
