rank	score	disease_name	disease_identifier
1	0.8717	Rett syndrome, congenital variant	OMIM:613454
2	0.8623	Developmental and epileptic encephalopathy 64	OMIM:618004
3	0.8528	Neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia	OMIM:618718
4	0.84	Intellectual developmental disorder with paroxysmal dyskinesia or seizures	OMIM:619150
5	0.8387	Developmental delay, impaired speech, and behavioral abnormalities	OMIM:619475
6	0.8344	Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant	OMIM:614254
7	0.8316	Neurodevelopmental disorder with variable motor and speech impairment	OMIM:617804
8	0.8313	Intellectual developmental disorder, autosomal dominant 1	OMIM:156200
9	0.8307	Neurodevelopmental disorder with seizures and nonepileptic hyperkinetic movements	OMIM:618497
10	0.829	Rett syndrome, atypical	OMIM:312750
11	0.8238	Mowat-Wilson syndrome due to monosomy 2q22	ORPHA:261537
12	0.8195	Phelan-McDermid syndrome	OMIM:606232
13	0.8185	Mowat-Wilson syndrome due to a ZEB2 point mutation	ORPHA:261552
14	0.8173	Microcephalic cortical malformations-short stature due to RTTN deficiency	ORPHA:468631
15	0.8135	Intellectual developmental disorder, autosomal dominant 54	OMIM:617799
16	0.8101	Intellectual developmental disorder, X-linked syndromic, Lubs type	OMIM:300260
16	0.8101	Intellectual developmental disorder, autosomal dominant 22	OMIM:612337
18	0.8057	Neurodevelopmental disorder with hypotonia and dysmorphic facies	OMIM:619503
19	0.8048	Tessadori-Bicknell-van Haaften neurodevelopmental syndrome 3	OMIM:619950
20	0.8021	Cardiofaciocutaneous syndrome	OMIM:115150
21	0.8003	Lopes-Maciel-Rodan syndrome	OMIM:617435
22	0.7991	Intellectual developmental disorder, X-linked syndromic 13	OMIM:300055
23	0.7981	Hyperphosphatasia with impaired intellectual development syndrome 4	OMIM:615716
24	0.798	Atypical Rett syndrome	ORPHA:3095
24	0.798	Atypical Rett syndrome	ORPHA:3095
24	0.798	Atypical Rett syndrome	ORPHA:3095
24	0.798	Atypical Rett syndrome	ORPHA:3095
24	0.798	Atypical Rett syndrome	ORPHA:3095
29	0.7977	Intellectual developmental disorder, X-linked 98	OMIM:300912
30	0.7968	Neurodevelopmental disorder with poor language and loss of hand skills	OMIM:617903
31	0.7953	Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome due to a point mutation	ORPHA:453504
32	0.7941	Choreoacanthocytosis	ORPHA:2388
33	0.7922	Developmental and epileptic encephalopathy 110	OMIM:620149
34	0.7894	Neurodevelopmental disorder with impaired language and ataxia and with or without seizures	OMIM:619580
35	0.7802	Intellectual developmental disorder, autosomal recessive 13	OMIM:613192
36	0.7778	Intellectual developmental disorder, autosomal dominant 34	OMIM:616351
37	0.7749	Rett syndrome	ORPHA:778
38	0.7745	DPM1-CDG	ORPHA:79322
39	0.771	Smith-Lemli-Opitz syndrome	OMIM:270400
40	0.7678	Developmental and epileptic encephalopathy 58	OMIM:617830
41	0.7645	Neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy	OMIM:617862
42	0.7617	Hyperekplexia-epilepsy syndrome	ORPHA:163985
43	0.7603	Helsmoortel-van der Aa syndrome	OMIM:615873
44	0.7594	Developmental and epileptic encephalopathy 8	OMIM:300607
45	0.7581	Rubinstein-Taybi syndrome due to CREBBP mutations	ORPHA:353277
45	0.7581	Rubinstein-Taybi syndrome due to EP300 haploinsufficiency	ORPHA:353284
45	0.7581	Spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome	ORPHA:447997
48	0.7578	Leukocyte adhesion deficiency type II	ORPHA:99843
49	0.7542	Developmental and epileptic encephalopathy 2	OMIM:300672
49	0.7542	Early-onset progressive diffuse brain atrophy-microcephaly-muscle weakness-optic atrophy syndrome	ORPHA:496641
51	0.7529	den Hoed-de Boer-Voisin syndrome	OMIM:619229
52	0.7528	Monosomy 22q13.3	ORPHA:48652
53	0.7523	Intellectual developmental disorder, autosomal recessive 37	OMIM:615493
54	0.7514	Intellectual developmental disorder, autosomal dominant 38	OMIM:616393
55	0.7511	Dentici-Novelli neurodevelopmental syndrome	OMIM:619877
56	0.7504	Neurodevelopmental disorder with poor growth and behavioral abnormalities	OMIM:620242
57	0.7502	White-Sutton syndrome	ORPHA:468678
58	0.7486	Neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy	OMIM:617802
59	0.7476	Developmental and epileptic encephalopathy 41	OMIM:617105
60	0.7472	Spinocerebellar ataxia, autosomal recessive 31	OMIM:619422
61	0.7469	Intellectual developmental disorder, X-linked syndromic, Bain type	OMIM:300986
62	0.7453	DPAGT1-CDG	ORPHA:86309
63	0.7452	Houge-Janssens syndrome 3	OMIM:618354
64	0.7437	Yunis-Varon syndrome	OMIM:216340
65	0.7431	Neurodevelopmental disorder with hearing loss, seizures, and brain abnormalities	OMIM:616577
66	0.7424	Intellectual developmental disorder with abnormal behavior, microcephaly, and short stature	OMIM:618342
67	0.742	Neurodevelopmental disorder with movement abnormalities, abnormal gait, and autistic features	OMIM:617865
68	0.74	Developmental and epileptic encephalopathy 100	OMIM:619777
69	0.7371	Yunis-Varon syndrome	ORPHA:3472
69	0.7371	Yunis-Varon syndrome	ORPHA:3472
71	0.737	Neurodevelopmental disorder with spastic quadriplegia and brain abnormalities with or without seizures	OMIM:617977
72	0.7364	CDKL5-deficiency disorder	ORPHA:505652
73	0.7363	Intellectual developmental disorder with impaired language and dysmorphic facies	OMIM:618653
74	0.7362	Focal segmental glomerulosclerosis and neurodevelopmental syndrome	OMIM:619428
75	0.7356	Neurodevelopmental disorder with epilepsy, cataracts, feeding difficulties, and delayed brain myelination	OMIM:617393
76	0.7353	Microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome	ORPHA:457351
77	0.7349	Microcephaly, developmental delay, and brittle hair syndrome	OMIM:618891
78	0.7346	Pitt-Hopkins syndrome	OMIM:610954
79	0.7333	Encephalopathy, progressive, early-onset, with brain atrophy and thin corpus callosum	OMIM:617193
80	0.7332	D-glyceric aciduria	OMIM:220120
81	0.7305	Neurodevelopmental disorder with dysmorphic facies, impaired speech and hypotonia	OMIM:619005
82	0.7303	Spastic tetraplegia, thin corpus callosum, and progressive microcephaly	OMIM:616657
83	0.7299	Intellectual developmental disorder, autosomal dominant 56	OMIM:617854
84	0.7294	Neurodevelopmental disorder with ataxic gait, absent speech, and decreased cortical white matter	OMIM:617807
85	0.7293	D-bifunctional protein deficiency	OMIM:261515
86	0.7289	Developmental and epileptic encephalopathy 76	OMIM:618468
87	0.7284	White-Sutton syndrome	OMIM:616364
88	0.7281	KINSSHIP syndrome	OMIM:619297
89	0.7275	Rubinstein-Taybi syndrome due to 16p13.3 microdeletion	ORPHA:353281
90	0.7274	Developmental and epileptic encephalopathy 47	OMIM:617166
91	0.727	Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal recessive	OMIM:617820
92	0.7254	Encephalopathy, progressive, early-onset, with episodic rhabdomyolysis	OMIM:618331
93	0.7248	Developmental delay with or without dysmorphic facies and autism	OMIM:618454
94	0.7246	Coffin-Siris syndrome 1	OMIM:135900
95	0.7244	Neurodevelopmental disorder with dysmorphic features, spasticity, and brain abnormalities	OMIM:615802
96	0.7242	Neurodevelopmental disorder with microcephaly and speech delay, with or without brain abnormalities	OMIM:620317
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
96	0.7242	Autosomal recessive primary microcephaly	ORPHA:2512
126	0.7239	PYCR2-related microcephaly-progressive leukoencephalopathy	ORPHA:481152
127	0.7238	?Optic atrophy 11	OMIM:617302
128	0.7237	Neurodegeneration, childhood-onset, with brain atrophy	OMIM:617672
129	0.7235	Encephalopathy due to defective mitochondrial and peroxisomal fission 2	OMIM:617086
130	0.7219	Developmental and epileptic encephalopathy 4	OMIM:612164
131	0.7206	Developmental and epileptic encephalopathy 91	OMIM:617711
132	0.7187	Intellectual developmental disorder, autosomal dominant 52	OMIM:617796
133	0.7164	Witteveen-Kolk syndrome	OMIM:613406
134	0.7162	Cortical dysplasia, complex, with other brain malformations 2	OMIM:615282
135	0.7158	Cortical dysplasia, complex, with other brain malformations 9	OMIM:618174
136	0.7153	Neurodevelopmental disorder with microcephaly, hypotonia, and variable brain anomalies	OMIM:617481
137	0.7152	Houge-Janssen syndrome 2	OMIM:616362
137	0.7152	Cerebral creatine deficiency syndrome 1	OMIM:300352
139	0.7145	Intellectual disability-seizures-abnormal gait-facial dysmorphism syndrome	ORPHA:513456
140	0.7143	Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation	ORPHA:289266
140	0.7143	Alacrimia-choreoathetosis-liver dysfunction syndrome	ORPHA:404454
142	0.7136	ANK3-related intellectual disability-sleep disturbance syndrome	ORPHA:356996
143	0.7134	Neurodevelopmental disorder with hypotonia, impaired language, and dysmorphic features	OMIM:616579
143	0.7134	Warburg micro syndrome 4	OMIM:615663
145	0.7118	Neurodevelopmental disorder with language impairment and behavioral abnormalities	OMIM:618917
146	0.7115	Leukodystrophy, hypomyelinating, 10	OMIM:616420
