rank	score	disease_name	disease_identifier
1	0.9752	Marinesco-Sjogren syndrome	OMIM:248800
2	0.9585	Spastic paraplegia 79A, autosomal dominant	OMIM:620221
3	0.9544	Spastic ataxia 3, autosomal recessive	OMIM:611390
4	0.9521	Neuropathy, hereditary sensory and autonomic, type IX, with developmental delay	OMIM:615031
5	0.9515	?Spinocerebellar ataxia, autosomal recessive 24	OMIM:617133
6	0.9506	Immunodeficiency by defective expression of MHC class II	ORPHA:572
6	0.9506	Visceral neuropathy, familial, 1, autosomal recessive	OMIM:243180
6	0.9506	Immunodeficiency by defective expression of MHC class II	ORPHA:572
6	0.9506	Immunodeficiency by defective expression of MHC class II	ORPHA:572
6	0.9506	Immunodeficiency by defective expression of MHC class II	ORPHA:572
11	0.9456	Spinocerebellar ataxia, autosomal recessive 8	OMIM:610743
12	0.9441	Spinocerebellar ataxia type 31	ORPHA:217012
13	0.943	Hereditary sensory and autonomic neuropathy due to TECPR2 mutation	ORPHA:320385
13	0.943	Spinocerebellar ataxia 45	OMIM:617769
15	0.9405	Niemann-Pick disease, type C1	OMIM:257220
16	0.9399	Microcephaly, short stature, and impaired glucose metabolism 2	OMIM:616817
17	0.9377	Spinocerebellar ataxia 31	OMIM:117210
18	0.9376	Autosomal recessive spastic ataxia with leukoencephalopathy	ORPHA:314603
19	0.9365	?Spinocerebellar ataxia 46	OMIM:617770
20	0.9346	Ocular anomalies-axonal neuropathy-developmental delay syndrome	ORPHA:496790
21	0.934	Perrault syndrome 1	OMIM:233400
22	0.9339	Spinocerebellar ataxia 13	OMIM:605259
23	0.9307	Spinocerebellar ataxia, autosomal recessive 12	OMIM:614322
24	0.9303	Spastic paraplegia 76, autosomal recessive	OMIM:616907
25	0.9297	Sandhoff disease, adult form	ORPHA:309169
26	0.9268	Myoclonic epilepsy, infantile, familial	OMIM:605021
27	0.9264	Spinocerebellar ataxia 44	OMIM:617691
28	0.9247	Friedreich ataxia with retained reflexes	OMIM:229300
29	0.9233	Autosomal recessive spastic paraplegia type 76	ORPHA:488594
30	0.9227	Intellectual developmental disorder with poor growth and with or without seizures or ataxia	OMIM:618808
30	0.9227	Mannosidosis, alpha-, types I and II	OMIM:248500
32	0.9226	Spinocerebellar ataxia 11	OMIM:604432
32	0.9226	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 5	OMIM:613077
34	0.921	Spinocerebellar ataxia type 23	ORPHA:101108
35	0.9204	Spinocerebellar ataxia 27B, late-onset	OMIM:620174
36	0.9166	Intellectual developmental disorder, X-linked syndromic, Billuart type	OMIM:300486
37	0.9158	Spinocerebellar ataxia type 25	ORPHA:101111
37	0.9158	Spinocerebellar ataxia 14	OMIM:605361
39	0.9147	Lichtenstein-Knorr syndrome	OMIM:616291
40	0.9143	Metachromatic leukodystrophy due to SAP-b deficiency	OMIM:249900
41	0.9126	Abetalipoproteinemia	ORPHA:14
42	0.9117	Spinocerebellar ataxia type 38	ORPHA:423296
43	0.9116	Spinocerebellar ataxia 28	OMIM:610246
44	0.9114	Urocanic aciduria	ORPHA:210128
45	0.9113	Spinocerebellar ataxia type 40	ORPHA:423275
46	0.911	Ataxia, cerebellar, Cayman type	OMIM:601238
47	0.9106	Spinocerebellar ataxia type 43	ORPHA:497764
48	0.91	Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type)	OMIM:614458
49	0.9095	Cerebellar ataxia, Cayman type	ORPHA:94122
50	0.9093	Autosomal recessive spastic ataxia of Charlevoix-Saguenay	ORPHA:98
51	0.9068	Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome	ORPHA:70595
51	0.9068	Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome	ORPHA:70595
53	0.9057	Spinocerebellar ataxia 23	OMIM:610245
53	0.9057	Glycosylphosphatidylinositol biosynthesis defect 15	OMIM:617810
55	0.9049	Neurodevelopmental delay-seizures-ophthalmic anomalies-osteopenia-cerebellar atrophy syndrome	ORPHA:529665
56	0.9035	?Spinocerebellar ataxia 43	OMIM:617018
57	0.9029	?Spinocerebellar ataxia, autosomal recessive 26	OMIM:617633
58	0.902	Spinocerebellar ataxia 38	OMIM:615957
59	0.9009	Spinocerebellar ataxia with epilepsy	ORPHA:254881
60	0.9006	Intellectual developmental disorder, autosomal dominant 55, with seizures	OMIM:617831
61	0.9003	Neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset	OMIM:617145
62	0.9	Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 3	OMIM:618387
63	0.8998	Cerebellar ataxia, neuropathy, and vestibular areflexia syndrome	OMIM:614575
64	0.8994	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to WWOX deficiency	ORPHA:284282
64	0.8994	Spectrin-associated autosomal recessive cerebellar ataxia	ORPHA:352403
64	0.8994	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency	ORPHA:404499
67	0.8988	Gerstmann-Straussler-Scheinker syndrome	ORPHA:356
68	0.8984	Spinocerebellar ataxia 34	OMIM:133190
69	0.8982	Autosomal recessive cerebellar ataxia-movement disorder syndrome	ORPHA:95434
69	0.8982	Autosomal recessive cerebellar ataxia-movement disorder syndrome	ORPHA:95434
71	0.8978	Spinocerebellar ataxia, autosomal recessive 2	OMIM:213200
72	0.8977	Cognitive impairment with or without cerebellar ataxia	OMIM:614306
73	0.8971	CAPOS syndrome	OMIM:601338
73	0.8971	?Spinocerebellar ataxia 26	OMIM:609306
75	0.8966	Spastic paraplegia 9A, autosomal dominant	OMIM:601162
76	0.8965	Mitochondrial DNA-associated Leigh syndrome	ORPHA:255210
76	0.8965	Mitochondrial DNA-associated Leigh syndrome	ORPHA:255210
76	0.8965	Mitochondrial DNA-associated Leigh syndrome	ORPHA:255210
76	0.8965	Mitochondrial DNA-associated Leigh syndrome	ORPHA:255210
76	0.8965	Mitochondrial DNA-associated Leigh syndrome	ORPHA:255210
76	0.8965	Mitochondrial DNA-associated Leigh syndrome	ORPHA:255210
76	0.8965	Mitochondrial DNA-associated Leigh syndrome	ORPHA:255210
83	0.8962	Autosomal recessive cerebelloparenchymal disorder type 3	ORPHA:1170
84	0.8959	Rett syndrome, atypical	OMIM:312750
85	0.8957	Neurodevelopmental disorder with hypotonia, facial dysmorphism, and brain abnormalities	OMIM:619383
86	0.8951	Metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration	OMIM:616878
87	0.8949	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	OMIM:614381
88	0.8947	Spastic ataxia, Charlevoix-Saguenay type	OMIM:270550
88	0.8947	Fatty acid hydroxylase-associated neurodegeneration	ORPHA:329308
90	0.8931	Mitochondrial recessive ataxia syndrome (includes SANDO and SCAE)	OMIM:607459
91	0.893	Spinocerebellar ataxia, autosomal recessive 27	OMIM:618369
92	0.8929	Trichothiodystrophy	ORPHA:33364
92	0.8929	Trichothiodystrophy	ORPHA:33364
92	0.8929	Trichothiodystrophy	ORPHA:33364
92	0.8929	Trichothiodystrophy	ORPHA:33364
92	0.8929	Trichothiodystrophy	ORPHA:33364
92	0.8929	Trichothiodystrophy	ORPHA:33364
92	0.8929	Trichothiodystrophy	ORPHA:33364
92	0.8929	Trichothiodystrophy	ORPHA:33364
92	0.8929	Trichothiodystrophy	ORPHA:33364
101	0.8918	Hypotonia, ataxia, and delayed development syndrome	OMIM:617330
102	0.8912	Leukodystrophy, hypomyelinating, 25	OMIM:620243
103	0.8911	?Spinocerebellar ataxia 40	OMIM:616053
104	0.891	Spinocerebellar ataxia, autosomal recessive 10	OMIM:613728
105	0.8909	Spinocerebellar ataxia, autosomal recessive 21	OMIM:616719
106	0.8908	Spinocerebellar ataxia, autosomal recessive 14	OMIM:615386
107	0.89	Acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome	ORPHA:466794
107	0.89	Spinocerebellar ataxia type 21	ORPHA:98773
109	0.8899	MEHMO syndrome	OMIM:300148
110	0.8895	Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome	ORPHA:504476
111	0.8892	Spinocerebellar ataxia, autosomal recessive 13	OMIM:614831
112	0.889	Spinocerebellar ataxia type 14	ORPHA:98763
112	0.889	Spinocerebellar ataxia 19	OMIM:607346
114	0.8886	Migraine, familial basilar	OMIM:602481
115	0.8884	Boucher-Neuhauser syndrome	OMIM:215470
116	0.8882	Spinocerebellar ataxia type 28	ORPHA:101109
117	0.8874	Spastic paraplegia 7, autosomal recessive	OMIM:607259
118	0.8866	Spinocerebellar ataxia, autosomal recessive 28	OMIM:618800
119	0.8865	Spinocerebellar ataxia type 18	ORPHA:98771
120	0.8861	Friedreich ataxia	ORPHA:95
120	0.8861	Spinocerebellar ataxia type 27	ORPHA:98764
120	0.8861	Autosomal recessive spastic paraplegia type 78	ORPHA:513436
123	0.8854	Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 2	OMIM:606002
124	0.8847	Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome	ORPHA:95433
125	0.8844	Peroxisome biogenesis disorder 6B	OMIM:614871
126	0.8827	Spinocerebellar ataxia type 29	ORPHA:208513
127	0.8824	Spinocerebellar ataxia, autosomal recessive 15	OMIM:615705
128	0.8821	Xeroderma pigmentosum-Cockayne syndrome complex	ORPHA:220295
128	0.8821	Xeroderma pigmentosum-Cockayne syndrome complex	ORPHA:220295
128	0.8821	Xeroderma pigmentosum-Cockayne syndrome complex	ORPHA:220295
128	0.8821	Xeroderma pigmentosum-Cockayne syndrome complex	ORPHA:220295
132	0.8817	Spinocerebellar ataxia type 6	ORPHA:98758
132	0.8817	?Spastic ataxia 4, autosomal recessive	OMIM:613672
134	0.881	Spinocerebellar ataxia 15	OMIM:606658
134	0.881	Spinocerebellar ataxia 27A	OMIM:193003
136	0.8809	Autosomal recessive congenital cerebellar ataxia due to MGLUR1 deficiency	ORPHA:324262
137	0.8807	Cerebellar atrophy with seizures and variable developmental delay	OMIM:618501
138	0.8805	Spinocerebellar ataxia 29, congenital nonprogressive	OMIM:117360
139	0.8801	Spinocerebellar ataxia type 35	ORPHA:276193
