rank	score	disease_name	disease_identifier
1	0.8023	Multiple congenital anomalies-hypotonia-seizures syndrome 2	OMIM:300868
2	0.7653	Fumarase deficiency	OMIM:606812
3	0.7233	Developmental delay with or without intellectual impairment or behavioral abnormalities	OMIM:619575
4	0.723	Schinzel-Giedion syndrome	ORPHA:798
5	0.7214	Basel-Vanagaite-Smirin-Yosef syndrome	ORPHA:464738
6	0.7195	Schinzel-Giedion midface retraction syndrome	OMIM:269150
7	0.7181	Joubert syndrome with Jeune asphyxiating thoracic dystrophy	ORPHA:397715
7	0.7181	Joubert syndrome with Jeune asphyxiating thoracic dystrophy	ORPHA:397715
9	0.715	Ehlers-Danlos syndrome, musculocontractural type 1	OMIM:601776
10	0.7112	Osteopathia striata with cranial sclerosis	OMIM:300373
11	0.7088	Peters-plus syndrome	OMIM:261540
12	0.7055	Global developmental delay-alopecia-macrocephaly-facial dysmorphism-structural brain anomalies syndrome	ORPHA:544488
13	0.698	Biliary, renal, neurologic, and skeletal syndrome	OMIM:619534
14	0.6948	Simpson-Golabi-Behmel syndrome, type 1	OMIM:312870
15	0.6894	Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14	ORPHA:96334
15	0.6894	Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14	ORPHA:96334
17	0.6883	Asparagine synthetase deficiency	OMIM:615574
18	0.681	Orofaciodigital syndrome type 14	ORPHA:434179
19	0.6803	Spastic paraplegia, intellectual disability, nystagmus, and obesity	OMIM:617296
20	0.6791	Mucolipidosis type II	ORPHA:576
21	0.6754	Campomelic dysplasia with autosomal sex reversal	OMIM:114290
22	0.675	Mucopolysaccharidosis VII	OMIM:253220
23	0.6733	Brain malformations-musculoskeletal abnormalities-facial dysmorphism-intellectual disability syndrome	ORPHA:500150
24	0.6728	Mucolipidosis II alpha/beta	OMIM:252500
25	0.672	Alveolar capillary dysplasia with misalignment of pulmonary veins	OMIM:265380
25	0.672	Weaver syndrome	OMIM:277590
27	0.6708	TBCK-related intellectual disability syndrome	ORPHA:488632
27	0.6708	Multiple congenital anomalies-hypotonia-seizures syndrome 4	OMIM:618548
29	0.6706	Intellectual developmental disorder, X-linked syndromic, with pigmentary mosaicism and coarse facies	OMIM:301066
30	0.6699	Craniotubular dysplasia, Ikegawa type	OMIM:619727
31	0.669	Thanatophoric dysplasia type 1	ORPHA:1860
32	0.6684	GM1 gangliosidosis type 1	ORPHA:79255
33	0.6671	Occipital horn syndrome	OMIM:304150
34	0.6667	Smith-Kingsmore syndrome	OMIM:616638
35	0.6649	3MC syndrome 1	OMIM:257920
36	0.6636	Ogden syndrome	OMIM:300855
37	0.6635	Fibrochondrogenesis	ORPHA:2021
37	0.6635	Fibrochondrogenesis	ORPHA:2021
39	0.6634	Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome	ORPHA:457485
40	0.6633	Focal dermal hypoplasia	ORPHA:2092
41	0.663	Myhre syndrome	OMIM:139210
42	0.66	Otopalatodigital syndrome, type II	OMIM:304120
43	0.6596	Peroxisome biogenesis disorder 1A (Zellweger)	OMIM:214100
44	0.6588	Osteogenesis imperfecta, type X	OMIM:613848
45	0.6564	Chilton-Okur-Chung neurodevelopmental syndrome	OMIM:619841
46	0.655	Helsmoortel-van der Aa syndrome	OMIM:615873
47	0.6548	Focal dermal hypoplasia	OMIM:305600
48	0.6543	Kagami-Ogata syndrome due to maternal 14q32.2 microdeletion	ORPHA:254528
48	0.6543	Kagami-Ogata syndrome due to maternal 14q32.2 microdeletion	ORPHA:254528
50	0.6535	Congenital disorder of glycosylation, type IIg	OMIM:611209
51	0.6533	Fibrochondrogenesis 1	OMIM:228520
51	0.6533	Arboleda-Tham syndrome	OMIM:616268
53	0.6529	Lenz-Majewski hyperostotic dwarfism	OMIM:151050
54	0.6528	Peroxisome biogenesis disorder 5A (Zellweger)	OMIM:614866
55	0.6524	Prader-Willi syndrome due to translocation	ORPHA:177907
56	0.6516	Mucopolysaccharidosis type VI (Maroteaux-Lamy)	OMIM:253200
57	0.6513	Sweeney-Cox syndrome	OMIM:617746
57	0.6513	Beckwith-Wiedemann syndrome	OMIM:130650
