rank	score	disease_name	disease_identifier
1	0.8673	Hemolytic anemia, G6PD deficient (favism)	OMIM:300908
2	0.8188	Dehydrated hereditary stomatocytosis with or without pseudohyperkalemia and/or perinatal edema	OMIM:194380
3	0.782	Hereditary elliptocytosis	ORPHA:288
3	0.782	Hereditary elliptocytosis	ORPHA:288
3	0.782	Hereditary elliptocytosis	ORPHA:288
3	0.782	Hereditary elliptocytosis	ORPHA:288
7	0.7722	Paroxysmal nocturnal hemoglobinuria	ORPHA:447
8	0.7712	Heme oxygenase-1 deficiency	OMIM:614034
9	0.761	Elliptocytosis-1	OMIM:611804
10	0.7577	FINCA syndrome	OMIM:618278
11	0.7531	Hemoglobin H disease, nondeletional	OMIM:613978
11	0.7531	Hemoglobin H disease, deletional and nondeletional	OMIM:613978
13	0.747	Dehydrated hereditary stomatocytosis 2	OMIM:616689
14	0.7433	Anemia, neonatal hemolytic, fatal or near-fatal	OMIM:617948
15	0.7369	Overhydrated hereditary stomatocytosis	OMIM:185000
16	0.7344	Dyserythropoietic anemia, congenital, type Ia	OMIM:224120
17	0.732	Spherocytosis, type 2	OMIM:616649
18	0.7288	Caroli disease	ORPHA:53035
19	0.7281	Rh deficiency syndrome	ORPHA:71275
19	0.7281	Rh deficiency syndrome	ORPHA:71275
19	0.7281	Rh deficiency syndrome	ORPHA:71275
22	0.7255	Dyserythropoietic anemia, congenital, type Ib	OMIM:615631
23	0.7253	Spherocytosis, type 4	OMIM:612653
24	0.7209	Spherocytosis, type 1	OMIM:182900
25	0.7206	Dyserythropoietic anemia, congenital, type IV	OMIM:613673
26	0.7202	Overhydrated hereditary stomatocytosis	ORPHA:3203
27	0.7201	Hemolytic anemia due to red cell pyruvate kinase deficiency	ORPHA:766
28	0.7199	Harderoporphyria	OMIM:618892
29	0.7187	Elliptocytosis-2	OMIM:130600
30	0.716	Hereditary spherocytosis	ORPHA:822
30	0.716	Hereditary spherocytosis	ORPHA:822
30	0.716	Hereditary spherocytosis	ORPHA:822
30	0.716	Hereditary spherocytosis	ORPHA:822
30	0.716	Hereditary spherocytosis	ORPHA:822
35	0.7138	Cyanosis, transient neonatal	OMIM:613977
36	0.7116	Spherocytosis, type 5	OMIM:612690
37	0.7103	Pyruvate kinase deficiency	OMIM:266200
38	0.7088	Fumarase deficiency	OMIM:606812
38	0.7088	Glutamate-cysteine ligase deficiency	ORPHA:33574
40	0.7073	?Immunodeficiency 16	OMIM:615593
41	0.7072	Pyropoikilocytosis	OMIM:266140
42	0.7057	Dehydrated hereditary stomatocytosis	ORPHA:3202
42	0.7057	Dehydrated hereditary stomatocytosis	ORPHA:3202
42	0.7057	Dehydrated hereditary stomatocytosis	ORPHA:3202
45	0.7046	Cryohydrocytosis	OMIM:185020
46	0.7037	Autoinflammatory syndrome, familial, with or without immunodeficiency	OMIM:619375
47	0.7035	GLUT1 deficiency syndrome 2, childhood onset	OMIM:612126
48	0.7026	Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome	ORPHA:251380
48	0.7026	Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome	ORPHA:251380
48	0.7026	Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome	ORPHA:251380
48	0.7026	Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome	ORPHA:251380
48	0.7026	Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome	ORPHA:251380
53	0.7015	Autoimmune lymphoproliferative syndrome, type IA	OMIM:601859
53	0.7015	Autoimmune lymphoproliferative syndrome	OMIM:601859
53	0.7015	Autoimmune lymphoproliferative syndrome, type IB	OMIM:601859
56	0.7008	Thrombotic thrombocytopenic purpura, hereditary	OMIM:274150
57	0.7007	Osteopetrosis with renal tubular acidosis	ORPHA:2785
58	0.696	Hemolytic anemia due to hexokinase deficiency	OMIM:235700
59	0.6948	Sitosterolemia 1	OMIM:210250
60	0.694	Autoimmune lymphoproliferative syndrome, type II	OMIM:603909
61	0.6931	Retinitis pigmentosa and erythrocytic microcytosis	OMIM:616959
62	0.6928	Autoimmune lymphoproliferative syndrome	ORPHA:3261
62	0.6928	Autoimmune lymphoproliferative syndrome	ORPHA:3261
62	0.6928	Autoimmune lymphoproliferative syndrome	ORPHA:3261
62	0.6928	Autoimmune lymphoproliferative syndrome	ORPHA:3261
62	0.6928	Autoimmune lymphoproliferative syndrome	ORPHA:3261
67	0.69	Sickle cell anemia	ORPHA:232
68	0.6848	Distal renal tubular acidosis 4 with hemolytic anemia	OMIM:611590
69	0.6843	Immunodeficiency 52	OMIM:617514
70	0.6838	Dyserythropoietic anemia, congenital, type II	OMIM:224100
71	0.6816	Glycogen storage disease VII	OMIM:232800
72	0.6813	Anemia, X-linked, with/without neutropenia and/or platelet abnormalities	OMIM:300835
73	0.6792	Stomatin-deficient cryohydrocytosis with neurologic defects	OMIM:608885
74	0.6789	Congenital erythropoietic porphyria	ORPHA:79277
74	0.6789	Congenital erythropoietic porphyria	ORPHA:79277
76	0.6788	Immunodysregulation, polyendocrinopathy, and enteropathy, X-linked	OMIM:304790
77	0.6781	Ovalocytosis, SA type	OMIM:166900
78	0.6778	Osteopetrosis, autosomal recessive 4	OMIM:611490
79	0.6742	Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis	OMIM:300990
80	0.6717	Hereditary cryohydrocytosis with reduced stomatin	ORPHA:168577
81	0.6703	Sickle cell disease	OMIM:603903
82	0.6694	Hemolytic anemia due to elevated adenosine deaminase	OMIM:301083
83	0.6661	Abetalipoproteinemia	ORPHA:14
84	0.6655	Alpha-thalassemia/impaired intellectual development syndrome	OMIM:301040
85	0.6643	Johanson-Blizzard syndrome	OMIM:243800
86	0.6636	Thrombocytopenia with beta-thalassemia, X-linked	OMIM:314050
87	0.6635	Familial pseudohyperkalemia	ORPHA:90044
88	0.662	Alpha-thalassemia myelodysplasia syndrome, somatic	OMIM:300448
88	0.662	Rotor syndrome	ORPHA:3111
88	0.662	Rotor syndrome	ORPHA:3111
91	0.6599	?Anemia, hypochromic microcytic, with iron overload 2	OMIM:615234
92	0.6581	Hemolytic uremic syndrome, atypical, susceptibility to, 1	OMIM:235400
92	0.6581	Hemolytic uremic syndrome, atypical, susceptibility to	OMIM:235400
92	0.6581	Hemolytic uremic syndrome, atypical, susceptibility to	OMIM:235400
95	0.655	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome	ORPHA:86818
95	0.655	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome	ORPHA:86818
95	0.655	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome	ORPHA:86818
98	0.653	McLeod syndrome with or without chronic granulomatous disease	OMIM:300842
99	0.649	Hb Bart's hydrops fetalis	ORPHA:163596
99	0.649	Hb Bart's hydrops fetalis	ORPHA:163596
99	0.649	Imerslund-Gräsbeck syndrome	ORPHA:35858
99	0.649	Imerslund-Gräsbeck syndrome	ORPHA:35858
103	0.6461	Choreoacanthocytosis	ORPHA:2388
104	0.646	Anemia, hemolytic, Rh-null, regulator type	OMIM:268150
105	0.642	Thalassemias, alpha-	OMIM:604131
105	0.642	Thalassemia, alpha-	OMIM:604131
105	0.642	Thalassemia, beta	OMIM:613985
108	0.6408	Phosphoglycerate kinase 1 deficiency	OMIM:300653
109	0.638	Thalassemia-beta, dominant inclusion-body	OMIM:603902
110	0.6373	Glycogen storage disease due to phosphoglycerate kinase 1 deficiency	ORPHA:713
111	0.6366	Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	ORPHA:46532
111	0.6366	Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	ORPHA:46532
111	0.6366	Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	ORPHA:46532
111	0.6366	Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	ORPHA:46532
115	0.6334	Beta-thalassemia major	ORPHA:231214
116	0.6301	Beta-thalassemia-X-linked thrombocytopenia syndrome	ORPHA:231393
117	0.6282	Lathosterolosis	OMIM:607330
118	0.6278	Hemophagocytic lymphohistiocytosis, familial, 4	OMIM:603552
119	0.6231	Porphyria, congenital erythropoietic	OMIM:263700
120	0.6226	Anemia, sideroblastic, 3, pyridoxine-refractory	OMIM:616860
121	0.621	?Thrombocytopenia, anemia, and myelofibrosis	OMIM:617441
122	0.6204	Hemolytic anemia due to triosephosphate isomerase deficiency	OMIM:615512
123	0.6202	Severe congenital hypochromic anemia with ringed sideroblasts	ORPHA:300298
124	0.6199	Glycogen storage disease XII	OMIM:611881
124	0.6199	Primary myelofibrosis	ORPHA:824
124	0.6199	Primary myelofibrosis	ORPHA:824
124	0.6199	Primary myelofibrosis	ORPHA:824
124	0.6199	Primary myelofibrosis	ORPHA:824
129	0.6189	Developmental and epileptic encephalopathy 50	OMIM:616457
130	0.618	Lathosterolosis	ORPHA:46059
131	0.6131	Congenital dyserythropoietic anemia type III	ORPHA:98870
131	0.6131	Congenital dyserythropoietic anemia type III	ORPHA:98870
133	0.612	Bernard-Soulier syndrome, type A2 (dominant)	OMIM:153670
134	0.6112	Beta-thalassemia intermedia	ORPHA:231222
135	0.6101	Dominant beta-thalassemia	ORPHA:231226
136	0.6098	Mandibuloacral dysplasia progeroid syndrome	OMIM:619127
137	0.6096	Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency	OMIM:613470
138	0.6083	Aicardi-Goutieres syndrome 7	OMIM:615846
139	0.6078	Iron-refractory iron deficiency anemia	OMIM:206200
140	0.6067	Arthrogryposis multiplex congenita 5	OMIM:618947
141	0.6062	Wilson disease	ORPHA:905
142	0.6052	Orotic aciduria	OMIM:258900
143	0.6045	Aicardi-Goutieres syndrome 6	OMIM:615010
144	0.6044	Wilson disease	OMIM:277900
145	0.6026	Farber disease	ORPHA:333
146	0.6011	Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay	OMIM:616084
147	0.6009	Hemophagocytic lymphohistiocytosis, familial, 2	OMIM:603553
148	0.5987	?Megaloblastic anemia, folate-responsive	OMIM:601775
149	0.5978	Prolidase deficiency	OMIM:170100
150	0.5951	Hepatoerythropoietic porphyria	ORPHA:95159
151	0.5945	Shwachman-Diamond syndrome 1	OMIM:260400
152	0.5935	Trichohepatoenteric syndrome 1	OMIM:222470
153	0.5931	Immunodeficiency 87 and autoimmunity	OMIM:619573
154	0.5928	Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome	ORPHA:309854
155	0.591	Lipodystrophy, congenital generalized, type 2	OMIM:269700
156	0.5907	Megaloblastic anemia due to dihydrofolate reductase deficiency	OMIM:613839
157	0.5906	Infantile-onset multisystem neurologic, endocrine, and pancreatic disease 2	OMIM:619418
158	0.5902	Diamond-Blackfan anemia 1	OMIM:105650
159	0.5896	Pseudo-TORCH syndrome 1	OMIM:251290
160	0.5889	?Hemolytic anemia, congenital, X-linked	OMIM:301015
161	0.5887	Congenital disorder of glycosylation, type IIw	OMIM:619525
161	0.5887	Methemoglobinemia, type I	OMIM:250800
161	0.5887	Immunodeficiency, X-linked, with hyper-IgM	OMIM:308230
164	0.5878	RAS-associated autoimmune leukoproliferative disorder	OMIM:614470
164	0.5878	?RAS-associated autoimmune lymphoproliferative syndrome type IV, somatic	OMIM:614470
166	0.5876	Peripheral neuropathy with variable spasticity, exercise intolerance, and developmental delay	OMIM:616539
167	0.5875	Thrombocytopenia, X-linked, with or without dyserythropoietic anemia	OMIM:300367
168	0.5873	Chylomicron retention disease	ORPHA:71
169	0.5872	Hardikar syndrome	OMIM:301068
170	0.587	Spherocytosis, type 3	OMIM:270970
171	0.5869	Familial hemophagocytic lymphohistiocytosis	ORPHA:540
171	0.5869	Familial hemophagocytic lymphohistiocytosis	ORPHA:540
171	0.5869	Familial hemophagocytic lymphohistiocytosis	ORPHA:540
171	0.5869	Familial hemophagocytic lymphohistiocytosis	ORPHA:540
175	0.5868	Diamond-Blackfan anemia	ORPHA:124
175	0.5868	Diamond-Blackfan anemia	ORPHA:124
175	0.5868	Diamond-Blackfan anemia	ORPHA:124
175	0.5868	Diamond-Blackfan anemia	ORPHA:124
175	0.5868	Diamond-Blackfan anemia	ORPHA:124
175	0.5868	Diamond-Blackfan anemia	ORPHA:124
175	0.5868	Diamond-Blackfan anemia	ORPHA:124
175	0.5868	Diamond-Blackfan anemia	ORPHA:124
175	0.5868	Diamond-Blackfan anemia	ORPHA:124
175	0.5868	Diamond-Blackfan anemia	ORPHA:124
175	0.5868	Diamond-Blackfan anemia	ORPHA:124
175	0.5868	Diamond-Blackfan anemia	ORPHA:124
175	0.5868	Diamond-Blackfan anemia	ORPHA:124
175	0.5868	Diamond-Blackfan anemia	ORPHA:124
175	0.5868	Diamond-Blackfan anemia	ORPHA:124
175	0.5868	Diamond-Blackfan anemia	ORPHA:124
175	0.5868	Diamond-Blackfan anemia	ORPHA:124
175	0.5868	Diamond-Blackfan anemia	ORPHA:124
