rank	score	disease_name	disease_identifier
1	0.7936	Bloom syndrome	ORPHA:125
2	0.788	MGAT2-CDG	ORPHA:79329
3	0.7851	T-B+ severe combined immunodeficiency due to JAK3 deficiency	ORPHA:35078
4	0.7766	Activated PI3K-delta syndrome	ORPHA:397596
4	0.7766	Activated PI3K-delta syndrome	ORPHA:397596
4	0.7766	Activated PI3K-delta syndrome	ORPHA:397596
7	0.769	Trichothiodystrophy	ORPHA:33364
7	0.769	Trichothiodystrophy	ORPHA:33364
7	0.769	Trichothiodystrophy	ORPHA:33364
7	0.769	Trichothiodystrophy	ORPHA:33364
7	0.769	Trichothiodystrophy	ORPHA:33364
7	0.769	Trichothiodystrophy	ORPHA:33364
7	0.769	Trichothiodystrophy	ORPHA:33364
7	0.769	Trichothiodystrophy	ORPHA:33364
7	0.769	Trichothiodystrophy	ORPHA:33364
16	0.7674	Severe combined immunodeficiency, X-linked	OMIM:300400
17	0.766	Immunodeficiency 102	OMIM:301082
18	0.7624	Wiskott-Aldrich syndrome	OMIM:301000
19	0.7586	Immunodeficiency 73B with defective neutrophil chemotaxis and lymphopenia	OMIM:618986
20	0.7532	Multiple congenital anomalies-hypotonia-seizures syndrome	ORPHA:280633
21	0.7475	Immunodeficiency 24	OMIM:615897
22	0.7459	SCID, autosomal recessive, T-negative/B-positive type	OMIM:600802
23	0.7442	Gastrointestinal defects and immunodeficiency syndrome	OMIM:243150
24	0.7434	Immunodeficiency, X-linked, with magnesium defect, Epstein-Barr virus infection and neoplasia	OMIM:300853
25	0.7351	Cernunnos-XLF deficiency	ORPHA:169079
26	0.7327	Immunodeficiency 105, severe combined	OMIM:619924
27	0.7287	Bloom syndrome	OMIM:210900
28	0.7282	Lymphoproliferative syndrome 2	OMIM:615122
29	0.7272	Immunodeficiency 23	OMIM:615816
30	0.7244	LIG4 syndrome	ORPHA:99812
30	0.7244	LIG4 syndrome	ORPHA:99812
32	0.7226	Immunodeficiency 41 with lymphoproliferation and autoimmunity	OMIM:606367
33	0.7218	Immunodeficiency 49, severe combined	OMIM:617237
34	0.7214	Immunodeficiency-centromeric instability-facial anomalies syndrome 2	OMIM:614069
35	0.7211	Immunodeficiency 40	OMIM:616433
36	0.7194	Combined immunodeficiency with facio-oculo-skeletal anomalies	ORPHA:221139
36	0.7194	Combined immunodeficiency with facio-oculo-skeletal anomalies	ORPHA:221139
38	0.7175	Immunodeficiency 80 with or without cardiomyopathy	OMIM:619313
39	0.7143	RIDDLE syndrome	ORPHA:420741
40	0.7137	Osteochondrodysplasia, complex lethal, Symoens-Barnes-Gistelinck type	OMIM:616897
41	0.7131	?Immunodeficiency 94 with autoinflammation and dysmorphic facies	OMIM:619750
42	0.7118	Hypohidrotic ectodermal dysplasia with immunodeficiency	ORPHA:98813
42	0.7118	Hypohidrotic ectodermal dysplasia with immunodeficiency	ORPHA:98813
44	0.7114	Immunodeficiency 31C, chronic mucocutaneous candidiasis, autosomal dominant	OMIM:614162
45	0.7101	Agammaglobulinemia 8B, autosomal recessive	OMIM:619824
46	0.7097	ALG9-CDG	ORPHA:79328
47	0.7096	Immunodeficiency 82 with systemic inflammation	OMIM:619381
48	0.7092	Inflammatory bowel disease, immunodeficiency, and encephalopathy	OMIM:618213
49	0.709	Immunodeficiency 20	OMIM:615707
50	0.7081	Congenital disorder of glycosylation, type Ig	OMIM:607143
51	0.7078	Immunodeficiency-centromeric instability-facial anomalies syndrome 1	OMIM:242860
52	0.7074	Primordial dwarfism-immunodeficiency-lipodystrophy syndrome	OMIM:620005
53	0.7073	Agammaglobulinemia, X-linked 1	OMIM:300755
54	0.707	Immunodeficiency, common variable, 1	OMIM:607594
55	0.7057	Nijmegen breakage syndrome	OMIM:251260
56	0.7039	Pierpont syndrome	OMIM:602342
57	0.7037	Proteasome-associated autoinflammatory syndrome 1 and digenic forms	OMIM:256040
58	0.7036	Nijmegen breakage syndrome-like disorder	OMIM:613078
59	0.7035	Ataxia-telangiectasia	OMIM:208900
60	0.7027	Agammaglobulinemia 6	OMIM:612692
61	0.7023	Immunodeficiency, common variable, 2	OMIM:240500
61	0.7023	Vici syndrome	OMIM:242840
63	0.7012	Immunodeficiency, common variable, 8, with autoimmunity	OMIM:614700
64	0.7007	Neurodevelopmental disorder with microcephaly, impaired language, epilepsy, and gait abnormalities, autosomal dominant	OMIM:619092
65	0.6968	Multiple congenital anomalies-hypotonia-seizures syndrome 1	OMIM:614080
66	0.6958	Lymphoproliferative syndrome, X-linked, 1	OMIM:308240
67	0.6953	Proteasome-associated autoinflammatory syndrome 2	OMIM:618048
68	0.6931	Mevalonic aciduria	OMIM:610377
69	0.6929	Recurrent infections associated with rare immunoglobulin isotypes deficiency	ORPHA:183675
69	0.6929	Recurrent infections associated with rare immunoglobulin isotypes deficiency	ORPHA:183675
69	0.6929	Zimmermann-Laband syndrome	ORPHA:3473
69	0.6929	Zimmermann-Laband syndrome	ORPHA:3473
69	0.6929	Zimmermann-Laband syndrome	ORPHA:3473
69	0.6929	Zimmermann-Laband syndrome	ORPHA:3473
75	0.692	?Agammaglobulinemia 4	OMIM:613502
76	0.6898	Immunodeficiency 96	OMIM:619774
77	0.6896	Lymphoproliferative syndrome 3	OMIM:618261
78	0.6895	Gillessen-Kaesbach-Nishimura syndrome	OMIM:263210
79	0.6889	Hyper-IgE recurrent infection syndrome 4A, autosomal dominant	OMIM:619752
79	0.6889	Hyper-IgE recurrent infection syndrome, autosomal recessive	OMIM:243700
81	0.6886	Osteopetrosis, autosomal recessive 7	OMIM:612301
82	0.6882	?Immunodeficiency 53	OMIM:617585
83	0.6879	Immunodeficiency 97 with autoinflammation	OMIM:619802
84	0.6876	MOGS-CDG	ORPHA:79330
85	0.6871	Agammaglobulinemia 2	OMIM:613500
86	0.687	ALG12-CDG	ORPHA:79324
86	0.687	Immunodeficiency 7, TCR-alpha/beta deficient	OMIM:615387
88	0.6858	Dyskeratosis congenita, digenic	OMIM:620040
89	0.6851	Hermansky-Pudlak syndrome 2	OMIM:608233
90	0.6838	Immunodeficiency, common variable, 3	OMIM:613493
91	0.6823	Autoimmune disease, multisystem, with facial dysmorphism	OMIM:613385
92	0.6818	Immunodeficiency 36	OMIM:616005
93	0.6816	?Immunodeficiency 85 and autoimmunity	OMIM:619510
94	0.6813	Lymphoproliferative syndrome 1	OMIM:613011
95	0.6801	VISS syndrome	OMIM:619472
96	0.6798	Autoimmune lymphoproliferative syndrome, type III	OMIM:615559
97	0.679	STING-associated vasculopathy, infantile-onset	OMIM:615934
98	0.6789	Hyper-IgE recurrent infection syndrome 5, autosomal recessive	OMIM:618944
99	0.678	?Immunodeficiency 89 and autoimmunity	OMIM:619632
100	0.6774	Autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency	ORPHA:436159
101	0.6756	Immunodeficiency, common variable, 10	OMIM:615577
101	0.6756	?Caspase 8 lymphadenopathy syndrome	OMIM:607271
103	0.6753	Vasculitis, autoinflammation, immunodeficiency, and hematologic defects syndrome	OMIM:615688
104	0.6748	?Immunodeficiency 62	OMIM:618459
105	0.6745	Macroglobulinemia, Waldenstrom, somatic	OMIM:153600
106	0.6744	Hyper-IgE recurrent infection syndrome 3, autosomal recessive	OMIM:618282
107	0.6742	Okur-Chung neurodevelopmental syndrome	OMIM:617062
108	0.6738	Leukocyte adhesion deficiency type II	ORPHA:99843
109	0.6733	Autoimmune disease, multisystem, infantile-onset, 2	OMIM:617006
110	0.672	DiGeorge syndrome	OMIM:188400
111	0.6711	3MC syndrome	ORPHA:293843
111	0.6711	3MC syndrome	ORPHA:293843
111	0.6711	3MC syndrome	ORPHA:293843
114	0.6702	Immunodeficiency 43	OMIM:241600
114	0.6702	Immunodeficiency 87 and autoimmunity	OMIM:619573
116	0.6701	Adenosine deaminase deficiency, partial	OMIM:102700
117	0.6696	Immune dysregulation with autoimmunity, immunodeficiency, and lymphoproliferation	OMIM:616100
118	0.6692	Immunodeficiency 14B, autosomal recessive	OMIM:619281
119	0.6691	T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta	ORPHA:169160
119	0.6691	T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta	ORPHA:169160
119	0.6691	T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta	ORPHA:169160
122	0.6688	Mandibuloacral dysplasia	OMIM:248370
123	0.6686	Granulomatosis with polyangiitis	ORPHA:900
123	0.6686	Granulomatosis with polyangiitis	ORPHA:900
123	0.6686	Granulomatosis with polyangiitis	ORPHA:900
123	0.6686	Granulomatosis with polyangiitis	ORPHA:900
123	0.6686	Granulomatosis with polyangiitis	ORPHA:900
128	0.6683	Immunodeficiency 60 and autoimmunity	OMIM:618394
129	0.668	Immunodeficiency, X-linked, with hyper-IgM	OMIM:308230
130	0.6679	Immunodeficiency 91 and hyperinflammation	OMIM:619644
131	0.6668	Immunodeficiency 93 and hypertrophic cardiomyopathy	OMIM:619705
132	0.6666	Immunodeficiency 47	OMIM:300972
133	0.6662	Severe combined immunodeficiency due to complete RAG1/2 deficiency	ORPHA:331206
133	0.6662	Severe combined immunodeficiency due to complete RAG1/2 deficiency	ORPHA:331206
135	0.666	Mandibuloacral dysplasia with type B lipodystrophy	OMIM:608612
136	0.6655	Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome	ORPHA:457485
137	0.6651	Brain malformations-musculoskeletal abnormalities-facial dysmorphism-intellectual disability syndrome	ORPHA:500150
138	0.6649	T-B+ severe combined immunodeficiency due to gamma chain deficiency	ORPHA:276
139	0.6648	Immunodeficiency 92	OMIM:619652
140	0.664	Immunodeficiency 11B with atopic dermatitis	OMIM:617638
141	0.6632	Autoimmune lymphoproliferative syndrome	ORPHA:3261
141	0.6632	Autoimmune lymphoproliferative syndrome	ORPHA:3261
141	0.6632	Autoimmune lymphoproliferative syndrome	ORPHA:3261
141	0.6632	Autoimmune lymphoproliferative syndrome	ORPHA:3261
141	0.6632	Autoimmune lymphoproliferative syndrome	ORPHA:3261
146	0.6631	PGM3-CDG	ORPHA:443811
147	0.6619	Waldenström macroglobulinemia	ORPHA:33226
148	0.6616	Immunodeficiency 27A, mycobacteriosis, AR	OMIM:209950
149	0.6611	Immunodeficiency 44	OMIM:616636
150	0.6608	?Proteasome-associated autoinflammatory syndrome 3 and digenic forms	OMIM:617591
150	0.6608	?Proteasome-associated autoinflammatory syndrome 3, digenic	OMIM:617591
152	0.6606	?Immunodeficiency 22	OMIM:615758
152	0.6606	Sarcoidosis, susceptibility to, 1	OMIM:181000
154	0.66	C1q deficiency 2	OMIM:620321
155	0.6599	Intellectual disability-seizures-hypophosphatasia-ophthalmic-skeletal anomalies syndrome	ORPHA:369837
156	0.6595	Agammaglobulinemia 1	OMIM:601495
