rank	score	disease_name	disease_identifier
1	0.7097	Brain malformations-musculoskeletal abnormalities-facial dysmorphism-intellectual disability syndrome	ORPHA:500150
2	0.7045	Multiple congenital anomalies-hypotonia-seizures syndrome 2	OMIM:300868
3	0.6786	Intellectual developmental disorder, autosomal dominant 54	OMIM:617799
4	0.6761	3-methylglutaconic aciduria, type VIIB, autosomal recessive	OMIM:616271
5	0.673	Pontocerebellar hypoplasia, type 1D	OMIM:618065
6	0.6724	Netherton syndrome	ORPHA:634
7	0.6719	Stomatin-deficient cryohydrocytosis with neurologic defects	OMIM:608885
8	0.6715	Keppen-Lubinsky syndrome	ORPHA:435628
9	0.6714	Trichothiodystrophy	ORPHA:33364
9	0.6714	Trichothiodystrophy	ORPHA:33364
9	0.6714	Trichothiodystrophy	ORPHA:33364
9	0.6714	Trichothiodystrophy	ORPHA:33364
9	0.6714	Trichothiodystrophy	ORPHA:33364
9	0.6714	Trichothiodystrophy	ORPHA:33364
9	0.6714	Trichothiodystrophy	ORPHA:33364
9	0.6714	Trichothiodystrophy	ORPHA:33364
9	0.6714	Trichothiodystrophy	ORPHA:33364
18	0.6705	VISS syndrome	OMIM:619472
19	0.6666	Biliary, renal, neurologic, and skeletal syndrome	OMIM:619534
20	0.664	Lesch-Nyhan syndrome	OMIM:300322
21	0.6632	Peroxisome biogenesis disorder 12A (Zellweger)	OMIM:614886
22	0.6612	DiGeorge syndrome	OMIM:188400
23	0.6609	?Mitochondrial complex IV deficiency, nuclear type 15	OMIM:619059
24	0.6572	IFAP syndrome with or without BRESHECK syndrome	OMIM:308205
24	0.6572	Immunoskeletal dysplasia with neurodevelopmental abnormalities	OMIM:617425
26	0.6515	Hyperlysinemia	ORPHA:2203
27	0.6512	Neurodegeneration, childhood-onset, with progressive microcephaly	OMIM:619847
28	0.6509	22q11.2 deletion syndrome	ORPHA:567
28	0.6509	22q11.2 deletion syndrome	ORPHA:567
28	0.6509	22q11.2 deletion syndrome	ORPHA:567
28	0.6509	22q11.2 deletion syndrome	ORPHA:567
28	0.6509	22q11.2 deletion syndrome	ORPHA:567
