rank	score	disease_name	disease_identifier
1	0.8711	Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome	ORPHA:70595
1	0.8711	Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome	ORPHA:70595
3	0.8573	Spastic ataxia 1, autosomal dominant	OMIM:108600
4	0.8444	Gaucher disease, type III	OMIM:231000
5	0.8442	Pyruvate dehydrogenase E2 deficiency	ORPHA:79244
6	0.844	Spinocerebellar ataxia 34	OMIM:133190
7	0.8418	Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy	OMIM:617186
8	0.8412	Spinocerebellar ataxia type 40	ORPHA:423275
9	0.8406	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism	OMIM:607694
10	0.8395	Gaucher disease, atypical	OMIM:610539
11	0.8394	ATP13A2-related juvenile neuronal ceroid lipofuscinosis	ORPHA:314632
12	0.8375	Pelizaeus-Merzbacher disease	OMIM:312080
13	0.8366	Neuroferritinopathy	ORPHA:157846
14	0.8356	Mitochondrial complex I deficiency, nuclear type 26	OMIM:618247
15	0.8311	Perry syndrome	OMIM:168605
16	0.8252	Parkinson disease 20, early-onset	OMIM:615530
17	0.8235	Neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset	OMIM:617145
18	0.8234	Creutzfeldt-Jakob disease, variant, resistance to	OMIM:123400
18	0.8234	Creutzfeldt-Jakob disease	OMIM:123400
20	0.8233	Niemann-pick disease, type C2	OMIM:607625
21	0.8214	Spinocerebellar ataxia type 1	ORPHA:98755
22	0.8211	Spastic paraplegia type 7	ORPHA:99013
23	0.8207	Spinocerebellar ataxia 36	OMIM:614153
24	0.8182	Niemann-Pick disease, type C1	OMIM:257220
25	0.8172	Supranuclear palsy, progressive	OMIM:601104
26	0.8167	Autosomal dominant spastic ataxia type 1	ORPHA:251282
27	0.8163	Spinocerebellar ataxia type 13	ORPHA:98768
28	0.8161	Progressive supranuclear palsy-parkinsonism syndrome	ORPHA:240085
28	0.8161	Alacrimia-choreoathetosis-liver dysfunction syndrome	ORPHA:404454
