rank	score	disease_name	disease_identifier
1	0.8122	Congenital disorder of glycosylation, type IIc	OMIM:266265
2	0.7946	Helsmoortel-van der Aa syndrome	OMIM:615873
3	0.7902	Spinocerebellar ataxia, autosomal recessive 20	OMIM:616354
4	0.7817	Intellectual disability-coarse face-macrocephaly-cerebellar hypotrophy syndrome	ORPHA:397709
5	0.7741	Alpha-mannosidosis, infantile form	ORPHA:309282
6	0.7694	Oculocerebrorenal syndrome of Lowe	ORPHA:534
7	0.7596	den Hoed-de Boer-Voisin syndrome	OMIM:619229
8	0.7593	Developmental delay, impaired speech, and behavioral abnormalities	OMIM:619475
9	0.7545	Tessadori-Bicknell-van Haaften neurodevelopmental syndrome 3	OMIM:619950
10	0.754	Pitt-Hopkins syndrome	ORPHA:2896
11	0.7414	Distal deletion 15q	ORPHA:1596
12	0.7378	Intellectual disability-severe speech delay-mild dysmorphism syndrome	ORPHA:391372
13	0.7374	GM1 gangliosidosis type 1	ORPHA:79255
14	0.7363	Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to WAC point mutation	ORPHA:466950
15	0.7354	8q24.3 microdeletion syndrome	ORPHA:508488
16	0.735	Fucosidosis	OMIM:230000
17	0.7305	Mucopolysaccharidosis type IIID	OMIM:252940
18	0.7289	Intellectual developmental disorder, X-linked syndromic, Bain type	OMIM:300986
19	0.7264	Neurodevelopmental disorder with variable motor and speech impairment	OMIM:617804
20	0.7244	Sialidosis type 1	ORPHA:812
21	0.7241	Mucolipidosis II alpha/beta	OMIM:252500
22	0.7229	Mucopolysaccharidosis Ih	OMIM:607014
22	0.7229	Mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders	ORPHA:505248
24	0.7223	Mucopolysaccharidosis VII	OMIM:253220
25	0.7219	Vulto-van Silfout-de Vries syndrome	OMIM:615828
26	0.7211	Congenital disorder of deglycosylation 1	OMIM:615273
27	0.7205	Mucopolysaccharidosis II	OMIM:309900
28	0.7198	17q21.31 microdeletion syndrome	ORPHA:363958
28	0.7198	Koolen-De Vries syndrome	OMIM:610443
30	0.7192	X-linked intellectual disability, Nascimento type	ORPHA:163956
31	0.7191	Oculoskeletodental syndrome	OMIM:618440
32	0.7182	Coffin-Siris syndrome 1	OMIM:135900
33	0.7173	Alpha-mannosidosis, adult form	ORPHA:309288
33	0.7173	Insulin-like growth factor I, resistance to	OMIM:270450
35	0.7166	Hurler syndrome	ORPHA:93473
36	0.7158	Nizon-Isidor syndrome	OMIM:618872
37	0.7149	Intellectual disability-strabismus syndrome	ORPHA:363528
38	0.7147	Kleefstra syndrome due to 9q34 microdeletion	ORPHA:96147
39	0.7138	Craniofrontonasal dysplasia	OMIM:304110
40	0.7132	Baraitser-Winter cerebrofrontofacial syndrome	ORPHA:2995
40	0.7132	Baraitser-Winter cerebrofrontofacial syndrome	ORPHA:2995
42	0.7131	Intellectual developmental disorder, X-linked syndromic 16	OMIM:305400
43	0.7128	Infantile hypotonia-oculomotor anomalies-hyperkinetic movements-developmental delay syndrome	ORPHA:522077
44	0.7122	Multiple sulfatase deficiency	OMIM:272200
45	0.7112	Pitt-Hopkins syndrome	OMIM:610954
45	0.7112	Multiple sulfatase deficiency	ORPHA:585
47	0.7101	Intellectual developmental disorder, autosomal recessive 41	OMIM:615637
48	0.709	Nicolaides-Baraitser syndrome	ORPHA:3051
49	0.7085	Rubinstein-Taybi syndrome 1	OMIM:180849
50	0.7084	Witteveen-Kolk syndrome	OMIM:613406
51	0.7071	Neurodevelopmental disorder with or without anomalies of the brain, eye, or heart	OMIM:616975
52	0.7054	Neurodevelopmental disorder with impaired language and ataxia and with or without seizures	OMIM:619580
53	0.7052	Kabuki syndrome 2	OMIM:300867
54	0.7046	Teebi hypertelorism syndrome 1	OMIM:145420
54	0.7046	Pierpont syndrome	OMIM:602342
54	0.7046	Sweeney-Cox syndrome	OMIM:617746
57	0.7038	ADNP syndrome	ORPHA:404448
58	0.7025	Sialidosis, type II	OMIM:256550
59	0.7016	Radio-Tartaglia syndrome	OMIM:619312
60	0.6991	GM1-gangliosidosis, type I	OMIM:230500
61	0.699	Intellectual developmental disorder, X-linked syndromic, Nascimento type	OMIM:300860
62	0.6984	Intellectual developmental disorder, X-linked 30	OMIM:300558
63	0.698	Mucopolysaccharidosis type 2, severe form	ORPHA:217085
63	0.698	Mucopolysaccharidosis type 2, attenuated form	ORPHA:217093
65	0.6968	Mucolipidosis III alpha/beta	OMIM:252600
66	0.6964	Neuroocular syndrome	OMIM:619539
67	0.6949	Prader-Willi syndrome due to translocation	ORPHA:177907
68	0.6938	Intellectual developmental disorder with autism and macrocephaly	OMIM:615032
69	0.6936	Neurodevelopmental disorder with hypotonia and brain abnormalities	OMIM:619512
70	0.693	Developmental delay with variable intellectual disability and dysmorphic facies	OMIM:620098
71	0.6927	Congenital hypotonia, epilepsy, developmental delay, and digital anomalies	OMIM:618494
72	0.6926	ALG12-CDG	ORPHA:79324
73	0.6901	Transketolase deficiency	ORPHA:488618
74	0.6894	Sotos syndrome	OMIM:117550
75	0.689	Congenital disorder of glycosylation, type IIt	OMIM:618885
76	0.6884	Otopalatodigital syndrome, type II	OMIM:304120
77	0.6883	Kabuki syndrome 1	OMIM:147920
78	0.6881	Pycnodysostosis	ORPHA:763
79	0.6875	Wiedemann-Steiner syndrome	OMIM:605130
80	0.6868	Robinow syndrome, autosomal recessive 2	OMIM:618529
81	0.6863	Marbach-Schaaf neurodevelopmental syndrome	OMIM:619680
82	0.6854	CTCF-related neurodevelopmental disorder	ORPHA:363611
83	0.6844	Luscan-Lumish syndrome	OMIM:616831
84	0.6827	Craniofrontonasal dysplasia	ORPHA:1520
85	0.682	Opitz GBBB syndrome	ORPHA:2745
86	0.6816	Intellectual developmental disorder, X-linked syndromic, Turner type	OMIM:309590
86	0.6816	Weaver syndrome	OMIM:277590
88	0.6815	Mucopolysaccharidosis type VI (Maroteaux-Lamy)	OMIM:253200
89	0.6806	17p11.2 microduplication syndrome	ORPHA:1713
90	0.6802	SPECC1L-related hypertelorism syndrome	ORPHA:1519
91	0.6797	Rubinstein-Taybi syndrome 2	OMIM:613684
92	0.6782	Citrullinemia type II	ORPHA:247585
93	0.678	Coffin-Siris syndrome 12	OMIM:619325
94	0.6776	Intellectual developmental disorder, autosomal recessive 61	OMIM:617773
95	0.6775	Intellectual developmental disorder, autosomal dominant 64	OMIM:619188
96	0.677	2q37 microdeletion syndrome	ORPHA:1001
97	0.6768	15q24 microdeletion syndrome	ORPHA:94065
98	0.6761	Microphthalmia with linear skin defects syndrome	ORPHA:2556
98	0.6761	Microphthalmia with linear skin defects syndrome	ORPHA:2556
98	0.6761	Microphthalmia with linear skin defects syndrome	ORPHA:2556
101	0.6751	Marshall-Smith syndrome	OMIM:602535
102	0.6748	Zimmermann-Laband syndrome 2	OMIM:616455
103	0.6747	Intellectual developmental disorder, X-linked syndromic, Cabezas type	OMIM:300354
104	0.6743	Schaaf-Yang syndrome	OMIM:615547
105	0.6738	Hyperammonemia due to N-acetylglutamate synthase deficiency	ORPHA:927
106	0.673	Filippi syndrome	ORPHA:3255
107	0.6729	Mucopolysaccharidosis type IIIC (Sanfilippo C)	OMIM:252930
107	0.6729	Jansen-de Vries syndrome	OMIM:617450
109	0.6726	Mucolipidosis III gamma	OMIM:252605
110	0.6722	Pierpont syndrome	ORPHA:487825
111	0.6711	Neurodevelopmental disorder with hypotonia and dysmorphic facies	OMIM:619503
111	0.6711	Ohdo syndrome, X-linked	OMIM:300895
113	0.6708	Opitz-Kaveggia syndrome	OMIM:305450
113	0.6708	Microphthalmia, syndromic 1	OMIM:309800
115	0.6707	Developmental and epileptic encephalopathy 85, with or without midline brain defects	OMIM:301044
116	0.6703	Mucopolysaccharidosis IVA	OMIM:253000
117	0.6688	Classic galactosemia	ORPHA:79239
117	0.6688	Periventricular nodular heterotopia 9	OMIM:618918
119	0.6669	Mullegama-Klein-Martinez syndrome	OMIM:301022
120	0.6664	Mucopolysaccharidosis Ih/s	OMIM:607015
120	0.6664	Fucosidosis	ORPHA:349
122	0.6663	Mucopolysaccharidosis type IVB (Morquio)	OMIM:253010
123	0.6653	Cornelia de Lange syndrome	ORPHA:199
123	0.6653	Cornelia de Lange syndrome	ORPHA:199
123	0.6653	Cornelia de Lange syndrome	ORPHA:199
123	0.6653	Cornelia de Lange syndrome	ORPHA:199
123	0.6653	Cornelia de Lange syndrome	ORPHA:199
123	0.6653	Cornelia de Lange syndrome	ORPHA:199
129	0.6652	Neurofacioskeletal syndrome with or without renal agenesis	OMIM:619194
130	0.6644	Frontonasal dysplasia 1	OMIM:136760
131	0.6639	Intellectual developmental disorder, autosomal recessive 38	OMIM:615516
131	0.6639	Intellectual developmental disorder, X-linked 98	OMIM:300912
133	0.6627	Developmental delay with or without intellectual impairment or behavioral abnormalities	OMIM:619575
134	0.6622	Cornelia de Lange syndrome 3	OMIM:610759
134	0.6622	Intellectual developmental disorder, autosomal dominant 1	OMIM:156200
136	0.6621	Mannosidosis, beta	OMIM:248510
137	0.6615	Behavioral variant of frontotemporal dementia	ORPHA:275864
137	0.6615	Behavioral variant of frontotemporal dementia	ORPHA:275864
137	0.6615	Behavioral variant of frontotemporal dementia	ORPHA:275864
137	0.6615	Behavioral variant of frontotemporal dementia	ORPHA:275864
137	0.6615	Behavioral variant of frontotemporal dementia	ORPHA:275864
137	0.6615	Behavioral variant of frontotemporal dementia	ORPHA:275864
137	0.6615	Behavioral variant of frontotemporal dementia	ORPHA:275864
137	0.6615	Behavioral variant of frontotemporal dementia	ORPHA:275864
137	0.6615	Behavioral variant of frontotemporal dementia	ORPHA:275864
146	0.6614	Frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome	ORPHA:306542
147	0.6608	?Spondyloepimetaphyseal dysplasia, Krakow type	OMIM:618162
148	0.6604	Ribose 5-phosphate isomerase deficiency	OMIM:608611
149	0.6602	Deficiency in anterior pituitary function-variable immunodeficiency syndrome	ORPHA:293978
150	0.66	Kury-Isidor syndrome	OMIM:619762
151	0.6598	Intellectual developmental disorder, X-linked 99, syndromic, female-restricted	OMIM:300968
152	0.6597	Chopra-Amiel-Gordon syndrome	OMIM:619504
153	0.6594	Floating-Harbor syndrome	OMIM:136140
154	0.6593	Seizures, scoliosis, and macrocephaly syndrome	OMIM:616682
155	0.6592	Temple-Baraitser syndrome	ORPHA:420561
156	0.659	Diamond-Blackfan anemia 21	OMIM:620072
157	0.6589	Mucopolysaccharidosis type IIIB (Sanfilippo B)	OMIM:252920
