rank	score	disease_name	disease_identifier
1	0.788	Sweeney-Cox syndrome	OMIM:617746
2	0.7564	Meier-Gorlin syndrome 7	OMIM:617063
3	0.7473	Periventricular nodular heterotopia 7	OMIM:617201
4	0.7283	Microphthalmia with limb anomalies	OMIM:206920
5	0.7134	Townes-Brocks syndrome 1	OMIM:107480
6	0.7132	Greig cephalopolysyndactyly syndrome	OMIM:175700
7	0.7066	Microcephalic cortical malformations-short stature due to RTTN deficiency	ORPHA:468631
8	0.6833	Craniotubular dysplasia, Ikegawa type	OMIM:619727
9	0.6797	Polydactyly, preaxial, type IV	OMIM:174700
10	0.6758	Ectodermal dysplasia, ectrodactyly, and macular dystrophy	OMIM:225280
11	0.671	STAR syndrome	OMIM:300707
12	0.6687	Simpson-Golabi-Behmel syndrome, type 1	OMIM:312870
13	0.6629	Neu-Laxova syndrome 2	OMIM:616038
14	0.6551	Developmental and epileptic encephalopathy 85, with or without midline brain defects	OMIM:301044
15	0.6527	Craniofrontonasal dysplasia	OMIM:304110
16	0.6521	Carpenter syndrome 2	OMIM:614976
17	0.65	Elsahy-Waters syndrome	OMIM:211380
18	0.6498	Bohring-Opitz syndrome	OMIM:605039
19	0.6493	Short stature-micrognathia syndrome	OMIM:617164
20	0.6479	Raine syndrome	OMIM:259775
21	0.6477	Sclerosteosis 1	OMIM:269500
22	0.646	Peters plus syndrome	ORPHA:709
23	0.6452	CHILD syndrome	OMIM:308050
24	0.6444	Ehlers-Danlos syndrome, musculocontractural type 1	OMIM:601776
25	0.6433	Feingold syndrome 1	OMIM:164280
26	0.6427	Neurodevelopmental disorder with hypotonia and brain abnormalities	OMIM:619512
27	0.6425	Osteopathia striata with cranial sclerosis	OMIM:300373
28	0.642	X-linked intellectual disability, Snyder type	ORPHA:3063
29	0.6409	Smith-Lemli-Opitz syndrome	ORPHA:818
30	0.6408	Arboleda-Tham syndrome	OMIM:616268
31	0.6389	Apert syndrome	OMIM:101200
32	0.6383	Symmetric circumferential skin creases, congenital, 1	OMIM:156610
33	0.6371	Megalencephaly-severe kyphoscoliosis-overgrowth syndrome	ORPHA:457359
34	0.6341	Curry-Jones syndrome, somatic mosaic	OMIM:601707
35	0.6338	Apert syndrome	ORPHA:87
36	0.6333	Musculocontractural Ehlers-Danlos syndrome	ORPHA:2953
36	0.6333	Musculocontractural Ehlers-Danlos syndrome	ORPHA:2953
38	0.6332	Au-Kline syndrome	OMIM:616580
