rank	score	disease_name	disease_identifier
1	0.7858	Papillorenal syndrome	OMIM:120330
2	0.7852	CIMDAG syndrome	OMIM:619273
3	0.7692	Alternating hemiplegia of childhood	ORPHA:2131
3	0.7692	Alternating hemiplegia of childhood	ORPHA:2131
3	0.7692	Alternating hemiplegia of childhood	ORPHA:2131
3	0.7692	Alternating hemiplegia of childhood	ORPHA:2131
7	0.7668	Intellectual disability-seizures-hypophosphatasia-ophthalmic-skeletal anomalies syndrome	ORPHA:369837
8	0.7599	Sotos syndrome	ORPHA:821
8	0.7599	Sotos syndrome	ORPHA:821
8	0.7599	Sotos syndrome	ORPHA:821
11	0.7579	Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency	ORPHA:5
12	0.7509	Marfan syndrome	OMIM:154700
13	0.7429	DPAGT1-CDG	ORPHA:86309
14	0.7358	Neurodevelopmental disorder with hypotonia and dysmorphic facies	OMIM:619503
15	0.7277	Tessadori-Bicknell-van Haaften neurodevelopmental syndrome 3	OMIM:619950
16	0.7241	Oculocutaneous albinism type 2	ORPHA:79432
16	0.7241	Oculocutaneous albinism type 2	ORPHA:79432
18	0.7218	Brain malformations-musculoskeletal abnormalities-facial dysmorphism-intellectual disability syndrome	ORPHA:500150
19	0.7209	Classic homocystinuria	ORPHA:394
20	0.7204	Loeys-Dietz syndrome 1	OMIM:609192
21	0.717	Schwartz-Jampel syndrome	ORPHA:800
22	0.7157	Traboulsi syndrome	OMIM:601552
23	0.7106	Optic atrophy-intellectual disability syndrome	ORPHA:401777
23	0.7106	?Microcornea, rod-cone dystrophy, cataract, and posterior staphyloma 2	OMIM:193220
23	0.7106	Vitreoretinochoroidopathy	OMIM:193220
26	0.709	Loeys-Dietz syndrome 2	OMIM:610168
27	0.7077	Spondyloepiphyseal dysplasia, sensorineural hearing loss, intellectual developmental disorder, and Leber congenital amaurosis	OMIM:619260
28	0.7047	White-Sutton syndrome	OMIM:616364
29	0.7045	Angelman syndrome	OMIM:105830
30	0.7028	Spondyloepimetaphyseal dysplasia with joint laxity, type 1, with or without fractures	OMIM:271640
31	0.7008	Ehlers-Danlos syndrome, classic type, 1	OMIM:130000
32	0.6983	Thrombosis, hyperhomocysteinemic	OMIM:236200
33	0.6979	Neuroocular syndrome	OMIM:619539
34	0.6956	Mowat-Wilson syndrome due to a ZEB2 point mutation	ORPHA:261552
35	0.6952	X-linked intellectual disability-cerebellar hypoplasia-spondylo-epiphyseal dysplasia syndrome	ORPHA:459070
36	0.6946	Autosomal recessive cerebellar ataxia due to STUB1 deficiency	ORPHA:412057
37	0.6929	Mitochondrial complex III deficiency, nuclear type 8	OMIM:615838
38	0.6928	Leukodystrophy, hypomyelinating, 10	OMIM:616420
39	0.6925	Brain small vessel disease with or without ocular anomalies	OMIM:175780
40	0.6915	Neuropathy, hereditary motor and sensory, type VIB	OMIM:616505
41	0.6908	Knobloch syndrome, type 1	OMIM:267750
42	0.6898	Loeys-Dietz syndrome 3	OMIM:613795
43	0.6893	Mowat-Wilson syndrome due to monosomy 2q22	ORPHA:261537
44	0.6869	Marfan lipodystrophy syndrome	OMIM:616914
45	0.6849	Spastic paraplegia-severe developmental delay-epilepsy syndrome	ORPHA:464282
46	0.6846	ADNP syndrome	ORPHA:404448
47	0.6843	Neurodevelopmental disorder with hypotonia, facial dysmorphism, and brain abnormalities	OMIM:619383
48	0.684	Intellectual developmental disorder, autosomal dominant 42	OMIM:616973
48	0.684	Congenital fibrosis of extraocular muscles	ORPHA:45358
48	0.684	Congenital fibrosis of extraocular muscles	ORPHA:45358
