rank	score	disease_name	disease_identifier
1	0.7276	Gaucher disease, type II	OMIM:230900
2	0.7156	Williams syndrome	ORPHA:904
2	0.7156	Williams syndrome	ORPHA:904
2	0.7156	Williams syndrome	ORPHA:904
2	0.7156	Williams syndrome	ORPHA:904
2	0.7156	Williams syndrome	ORPHA:904
2	0.7156	Williams syndrome	ORPHA:904
2	0.7156	Williams syndrome	ORPHA:904
2	0.7156	Williams syndrome	ORPHA:904
2	0.7156	Williams syndrome	ORPHA:904
2	0.7156	Williams syndrome	ORPHA:904
2	0.7156	Williams syndrome	ORPHA:904
2	0.7156	Williams syndrome	ORPHA:904
2	0.7156	Williams syndrome	ORPHA:904
2	0.7156	Williams syndrome	ORPHA:904
2	0.7156	Williams syndrome	ORPHA:904
2	0.7156	Williams syndrome	ORPHA:904
2	0.7156	Williams syndrome	ORPHA:904
2	0.7156	Williams syndrome	ORPHA:904
2	0.7156	Williams syndrome	ORPHA:904
2	0.7156	Williams syndrome	ORPHA:904
22	0.7065	Plectin-related limb-girdle muscular dystrophy R17	ORPHA:254361
23	0.7057	Young-onset Parkinson disease	ORPHA:2828
23	0.7057	Young-onset Parkinson disease	ORPHA:2828
23	0.7057	Young-onset Parkinson disease	ORPHA:2828
23	0.7057	Young-onset Parkinson disease	ORPHA:2828
23	0.7057	Young-onset Parkinson disease	ORPHA:2828
23	0.7057	Young-onset Parkinson disease	ORPHA:2828
23	0.7057	Young-onset Parkinson disease	ORPHA:2828
23	0.7057	Young-onset Parkinson disease	ORPHA:2828
23	0.7057	Young-onset Parkinson disease	ORPHA:2828
23	0.7057	Young-onset Parkinson disease	ORPHA:2828
23	0.7057	Young-onset Parkinson disease	ORPHA:2828
34	0.7035	Shwachman-Diamond syndrome	ORPHA:811
34	0.7035	Shwachman-Diamond syndrome	ORPHA:811
34	0.7035	Shwachman-Diamond syndrome	ORPHA:811
34	0.7035	Shwachman-Diamond syndrome	ORPHA:811
38	0.6915	Congenital disorder of glycosylation, type IIc	OMIM:266265
39	0.6903	Dyskeratosis congenita, X-linked	OMIM:305000
40	0.6902	Spinocerebellar ataxia type 10	ORPHA:98761
41	0.6901	Intellectual developmental disorder, X-linked syndromic 33	OMIM:300966
42	0.6865	CLN5 disease	ORPHA:228360
43	0.6852	Autosomal dominant cutis laxa	ORPHA:90348
43	0.6852	Autosomal dominant cutis laxa	ORPHA:90348
43	0.6852	Autosomal dominant cutis laxa	ORPHA:90348
46	0.6824	Immunodeficiency 21	OMIM:614172
47	0.6821	Huntington disease	ORPHA:399
47	0.6821	Huntington disease	ORPHA:399
49	0.6804	Charcot-Marie-Tooth disease type 1E	ORPHA:90658
50	0.6803	Rothmund-Thomson syndrome type 1	ORPHA:221008
51	0.6781	Classic galactosemia	ORPHA:79239
52	0.678	Spinocerebellar ataxia type 1	ORPHA:98755
53	0.6776	AMED syndrome, digenic	OMIM:619151
54	0.6761	Brown-Vialetto-Van Laere syndrome 1	OMIM:211530
55	0.6754	Alpha-thalassemia-myelodysplastic syndrome	ORPHA:231401
