rank	score	disease_name	disease_identifier
1	0.9177	Friedreich ataxia with retained reflexes	OMIM:229300
2	0.9097	Charcot-Marie-Tooth disease, type 1C	OMIM:601098
3	0.8636	Spinocerebellar ataxia 1	OMIM:164400
4	0.8635	Hereditary motor and sensory neuropathy VIA	OMIM:601152
5	0.858	Sorbitol dehydrogenase deficiency with peripheral neuropathy	OMIM:618912
6	0.8577	?Spinocerebellar ataxia, autosomal recessive 26	OMIM:617633
7	0.8562	Ataxia, posterior column, with retinitis pigmentosa	OMIM:609033
8	0.8502	Charcot-Marie-Tooth disease, axonal, type 2Z	OMIM:616688
9	0.85	Charcot-Marie-Tooth disease type 4D	ORPHA:99950
10	0.8481	Cerebellar ataxia, neuropathy, and vestibular areflexia syndrome	OMIM:614575
11	0.848	Charcot-Marie-Tooth disease type 4C	ORPHA:99949
12	0.8458	Charcot-Marie-Tooth disease, axonal, type 2L	OMIM:608673
13	0.8417	Mitochondrial recessive ataxia syndrome (includes SANDO and SCAE)	OMIM:607459
14	0.8391	Spinocerebellar ataxia type 43	ORPHA:497764
15	0.8345	Charcot-Marie-Tooth disease type 4G	ORPHA:99953
16	0.8313	Charcot-Marie-Tooth disease, axonal, type 2EE	OMIM:618400
17	0.8311	Posterior column ataxia-retinitis pigmentosa syndrome	ORPHA:88628
18	0.83	Progressive external ophthalmoplegia, autosomal recessive 1	OMIM:258450
19	0.8264	Charcot-Marie-Tooth disease, axonal, with vocal cord paresis	OMIM:607706
20	0.8218	Charcot-Marie-Tooth disease type 4B2	ORPHA:99956
21	0.8204	Hereditary sensory and autonomic neuropathy type 1	ORPHA:36386
21	0.8204	Hereditary sensory and autonomic neuropathy type 1	ORPHA:36386
21	0.8204	Hereditary sensory and autonomic neuropathy type 1	ORPHA:36386
21	0.8204	Hereditary sensory and autonomic neuropathy type 1	ORPHA:36386
25	0.8177	Abetalipoproteinemia	ORPHA:14
26	0.8175	Ataxia with isolated vitamin E deficiency	OMIM:277460
27	0.8173	Autosomal dominant Charcot-Marie-Tooth disease type 2Z	ORPHA:466768
28	0.8172	Hereditary motor and sensory neuropathy, type IIc	OMIM:606071
29	0.8159	X-linked Charcot-Marie-Tooth disease type 4	ORPHA:101078
30	0.8148	Roussy-Lévy syndrome	ORPHA:3115
30	0.8148	Roussy-Lévy syndrome	ORPHA:3115
32	0.8147	Charcot-Marie-Tooth disease, axonal, type 2X	OMIM:616668
33	0.8128	Charcot-Marie-Tooth disease type 2B1	ORPHA:98856
34	0.8107	Neuropathy, hereditary sensory and autonomic, type IC	OMIM:613640
35	0.8091	Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome	ORPHA:70595
35	0.8091	Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome	ORPHA:70595
37	0.8074	Charcot-Marie-Tooth disease, type 4D	OMIM:601455
38	0.8072	Autosomal dominant Charcot-Marie-Tooth disease type 2Y	ORPHA:435387
