rank	score	gene_symbol	gene_identifier
1	0.9	FBN1	ENSG00000166147
2	0.85	TGFBR1	ENSG00000106799
3	0.8	TGFB2	ENSG00000092969
4	0.75	RET	ENSG00000165731
5	0.7	COL5A1	ENSG00000130635
6	0.65	COL3A1	ENSG00000168542
7	0.6	COL5A2	ENSG00000204262
8	0.55	ADAMTS10	ENSG00000142303
9	0.5	LMNA	ENSG00000160789
10	0.45	FBN2	ENSG00000138829
11	0.4	FLNB	ENSG00000136068
12	0.35	MYH3	ENSG00000109063
13	0.3	COL11A1	ENSG00000060718
14	0.25	ACTA1	ENSG00000143632
15	0.2	MYOT	ENSG00000120729
16	0.15	NRL	ENSG00000129535
