rank	score	gene_symbol	gene_identifier
1	0.95	MITF	ENSG00000187098
2	0.91	TYRP1	ENSG00000107165
3	0.89	SLC45A2	ENSG00000164175
4	0.88	SOX10	ENSG00000100146
5	0.86	OCA2	ENSG00000104044
6	0.85	TYR	ENSG00000077498
7	0.81	LOXHD1	ENSG00000167210
8	0.78	EDNRB	ENSG00000136160
9	0.75	RAB27A	ENSG00000069974
10	0.73	KIT	ENSG00000157404
11	0.7	SLC24A5	ENSG00000188467
12	0.68	GPR143	ENSG00000101850
13	0.65	ASIP	ENSG00000101440
14	0.63	BLOC1S6	ENSG00000104164
15	0.61	PAH	ENSG00000171759
16	0.59	BLOC1S3	ENSG00000189114
