rank	score	gene_symbol	gene_identifier
1	0.9	NPHS1	ENSG00000161270
2	0.85	COL11A1	ENSG00000060718
3	0.8	FGFR3	ENSG00000068078
4	0.75	TSC2	ENSG00000103197
5	0.7	SPTA1	ENSG00000163554
6	0.65	CHD7	ENSG00000171316
7	0.6	TGFB1	ENSG00000105329
8	0.55	TP53RK	ENSG00000172315
9	0.5	DKK1	ENSG00000107984
10	0.45	ACVR1	ENSG00000115170
11	0.4	TET2	ENSG00000168769
12	0.35	SMO	ENSG00000128602
13	0.3	EP300	ENSG00000100393
14	0.25	NIPBL	ENSG00000164190
15	0.2	TBL1XR1	ENSG00000177565
16	0.15	DYRK1A	ENSG00000157540
