rank	score	gene_symbol	gene_identifier
1	0.95	FGFR3	ENSG00000068078
2	0.92	RYR2	ENSG00000198626
3	0.89	TFAP2A	ENSG00000137203
4	0.87	EP300	ENSG00000100393
5	0.85	TSC1	ENSG00000165699
6	0.84	DANDY-WALKER MALFORMATION	
7	0.82	APTX	ENSG00000137074
8	0.8	SALL1	ENSG00000103449
9	0.78	VPS13A	ENSG00000197969
10	0.76	RUNX1	ENSG00000159216
11	0.74	ATP13A2	ENSG00000159363
12	0.71	RAI1	ENSG00000108557
13	0.69	ADGRG1	ENSG00000205336
14	0.66	NPHS1	ENSG00000161270
15	0.63	SCN5A	ENSG00000183873
16	0.6	SALL2	ENSG00000165821
