rank	score	gene_symbol	gene_identifier
1	0.95	FBN1	ENSG00000166147
2	0.92	COL5A1	ENSG00000130635
3	0.9	NF1	ENSG00000196712
4	0.85	FBN2	ENSG00000138829
5	0.82	TSC1	ENSG00000165699
6	0.8	SETBP1	ENSG00000152217
7	0.78	COL3A1	ENSG00000168542
8	0.76	MYH11	ENSG00000133392
9	0.75	SMAD3	ENSG00000166949
10	0.72	TGFBR2	ENSG00000163513
11	0.7	MYLK	ENSG00000065534
12	0.68	KRAS	ENSG00000133703
13	0.65	PRKAR1A	ENSG00000108946
14	0.63	PRKACA	ENSG00000072062
15	0.6	SERPINH1	ENSG00000149257
16	0.58	PRKG1	ENSG00000185532
