rank	score	gene_symbol	gene_identifier
1	0.9	FGF2	ENSG00000138685
2	0.83	ERF	ENSG00000105722
3	0.81	ADGRG1	ENSG00000205336
4	0.8	TGFBR2	ENSG00000163513
5	0.78	RTTN	ENSG00000176225
6	0.77	FBXO11	ENSG00000138081
7	0.76	EP300	ENSG00000100393
8	0.75	CRX	ENSG00000105392
9	0.74	RPS19	ENSG00000105372
10	0.73	PNPLA6	ENSG00000032444
11	0.72	SALL1	ENSG00000103449
12	0.71	FOXG1	ENSG00000176165
13	0.7	EPG5	ENSG00000152223
14	0.69	SPG7	ENSG00000197912
15	0.68	DHCR7	ENSG00000172893
16	0.67	NF1	ENSG00000196712
17	0.66	TP53RK	ENSG00000172315
18	0.65	CRB1	ENSG00000134376
19	0.64	CADPS	ENSG00000163618
20	0.63	ST14	ENSG00000149418
