rank	score	gene_symbol	gene_identifier
1	0.95	ATXN2	ENSG00000204842
2	0.92	SLC6A1	ENSG00000157103
3	0.91	CACNA1A	ENSG00000141837
4	0.9	ATP1A2	ENSG00000018625
5	0.89	KCNMA1	ENSG00000156113
6	0.88	ATP1A3	ENSG00000105409
7	0.87	ANKRD11	ENSG00000167522
8	0.85	SMARCA2	ENSG00000080503
9	0.84	ANKRD13D	ENSG00000172932
10	0.83	TTN	ENSG00000155657
11	0.82	DCHS1	ENSG00000166341
12	0.81	EN2	ENSG00000164778
13	0.8	RPL10	ENSG00000147403
14	0.79	GDA2	
15	0.78	MTHFR	ENSG00000177000
16	0.77	CYFIP1	ENSG00000273749
