rank	score	disease_name	disease_identifier
1	0.85	MDS WITH EXCESSIVE BLASTS	OMIM:614286
2	0.82	CONGENITAL DYSPERYTHROPOIETIC ANEMIA, TYPE II	OMIM:224100
3	0.79	SEQUENCE ANOMALIES	OMIM:306955
4	0.77	DIAMOND-BLACKFAN ANEMIA	OMIM:105650
4	0.77	FANCONI ANEMIA, COMPLEMENTATION GROUP A	OMIM:227650
6	0.75	THROMBOCYTOPENIA 1	OMIM:313900
7	0.74	HEART DEFECTS, CONGENITAL, AND OTHER CONGENITAL ANOMALIES	OMIM:306955
8	0.72	MEGALENCYEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 1	OMIM:604004
9	0.7	FAMILIAL MEDITERRANEAN FEVER	OMIM:249100
10	0.68	BETA-THALASSEMIA	OMIM:613985
