rank	score	disease_name	disease_identifier
1	0.95	Leigh syndrome	OMIM:256000
2	0.93	MECP2 duplication syndrome	OMIM:300260
3	0.92	Alpers syndrome	OMIM:203700
4	0.9	Alexander disease	OMIM:203500
5	0.87	Canavan disease	OMIM:271900
6	0.86	Zellweger spectrum disorders	OMIM:214100
7	0.85	Maple syrup urine disease	OMIM:248600
8	0.83	Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria)	OMIM:612073
9	0.81	Glycine encephalopathy	OMIM:605899
10	0.79	Pyruvate dehydrogenase E1-alpha deficiency	OMIM:312170
